il_kod,ilce_kod,il_adi,ilce_adi,ziraat_mevcut,ziraat_tahmin,ziraat_tahmin_yuvarlak,ziraat_fark,ziraat_durumu,nufus_18plus,yuzolcum,toplam_hayvan_2024,denetim_sayisi,tarim_alani_2024
46,1919,Kahramanmaraþ,Ekinözü,4.0,3.5731845,4,0.0,dengede,7683,,320,67.0,51786.0
46,1299,Kahramanmaraþ,Elbistan,21.0,18.540096,19,2.0,dengede,97049,,376,1007.0,972327.0
46,1353,Kahramanmaraþ,Göksun,14.0,10.010819,10,4.0,norm_fazlasi,33464,,418,528.0,249948.0
46,1975,Kahramanmaraþ,Nurhak,2.0,3.5823567,4,-2.0,norm_eksigi,7841,,298,106.0,34233.0
46,2085,Kahramanmaraþ,Onikiþubat,26.0,23.476015,23,3.0,dengede,295362,,481,3473.0,278368.0
46,1570,Kahramanmaraþ,Pazarcýk,19.0,11.020129,11,8.0,norm_fazlasi,49672,,407,379.0,332196.0
46,1694,Kahramanmaraþ,Türkoðlu,14.0,10.846828,11,3.0,norm_fazlasi,52131,,594,608.0,233033.0
78,1296,Karabük,Eflani,2.0,2.983884,3,-1.0,norm_eksigi,1698,,272,107.0,132286.0
78,1321,Karabük,Eskipazar,3.0,5.3016896,5,-2.0,norm_eksigi,5259,,385,175.0,164702.0
78,1561,Karabük,Ovacýk,1.0,1.9624957,2,-1.0,norm_eksigi,1122,,341,27.0,40153.0
78,1587,Karabük,Safranbolu,9.0,9.755664,10,-1.0,dengede,41138,,417,1709.0,72654.0
78,1856,Karabük,Yenice,3.0,3.5255716,4,-1.0,norm_eksigi,9006,,291,306.0,4603.0
70,1768,Karaman,Ayrancý,5.0,4.988495,5,0.0,dengede,1810,,508,98.0,796851.0
70,1884,Karaman,Baþyayla,1.0,2.6144755,3,-2.0,norm_eksigi,1449,,264,45.0,19740.0
70,1316,Karaman,Ermenek,5.0,8.764268,9,-4.0,norm_eksigi,11307,,425,560.0,173707.0
70,1862,Karaman,Kazýmkarabekir,7.0,4.663067,5,2.0,norm_fazlasi,3282,,334,68.0,224600.0
70,1983,Karaman,Sarýveliler,4.0,3.827607,4,0.0,dengede,6286,,235,176.0,44537.0
36,1756,Kars,Akyaka,5.0,4.1923084,4,1.0,norm_fazlasi,1541,,213,125.0,210928.0
36,1149,Kars,Arpaçay,6.0,4.382035,4,2.0,norm_fazlasi,1696,,191,230.0,255577.0
36,1279,Kars,Digor,5.0,5.653023,6,-1.0,dengede,3805,,170,118.0,423708.0
36,1424,Kars,Kaðýzman,7.0,7.5814,8,-1.0,dengede,14686,,188,389.0,323160.0
36,1601,Kars,Sarýkamýþ,7.0,5.1166887,5,2.0,norm_fazlasi,10901,,189,353.0,368312.0
36,1614,Kars,Selim,5.0,6.342527,6,-1.0,dengede,3902,,206,103.0,315032.0
36,1645,Kars,Susuz,3.0,4.4973054,4,-1.0,norm_eksigi,1492,,148,75.0,176627.0
37,1101,Kastamonu,Abana,4.0,3.376623,3,1.0,norm_fazlasi,3107,,181,142.0,1780.0
37,1867,Kastamonu,Aðlý,3.0,3.2006743,3,0.0,dengede,1964,,197,53.0,20181.0
37,1140,Kastamonu,Araç,5.0,3.8832853,4,1.0,norm_fazlasi,5352,,257,287.0,65901.0
37,1162,Kastamonu,Azdavay,1.0,3.2174542,3,-2.0,norm_eksigi,2423,,207,115.0,11436.0
37,1208,Kastamonu,Bozkurt,3.0,3.7391422,4,-1.0,norm_eksigi,4246,,262,141.0,13128.0
37,1221,Kastamonu,Cide,4.0,3.7879713,4,0.0,dengede,9529,,279,392.0,39319.0
37,1238,Kastamonu,Çatalzeytin,1.0,3.5193279,4,-3.0,norm_eksigi,2979,,233,178.0,1879.0
37,1264,Kastamonu,Daday,4.0,3.449093,3,1.0,norm_fazlasi,2142,,335,170.0,61207.0
37,1277,Kastamonu,Devrekani,5.0,4.1997995,4,1.0,norm_fazlasi,4091,,279,177.0,164967.0
37,1915,Kastamonu,Doðanyurt,1.0,2.369324,2,-1.0,norm_eksigi,847,,262,56.0,22573.0
37,1940,Kastamonu,Hanönü,4.0,2.8058245,3,1.0,norm_fazlasi,1701,,287,54.0,13502.0
37,1805,Kastamonu,Ýhsangazi,3.0,3.6361444,4,-1.0,norm_eksigi,2266,,254,99.0,58487.0
37,1410,Kastamonu,Ýnebolu,5.0,3.675812,4,1.0,norm_fazlasi,7132,,299,440.0,34809.0
37,1499,Kastamonu,Küre,2.0,2.7295163,3,-1.0,norm_eksigi,1774,,225,77.0,5311.0
37,1836,Kastamonu,Pýnarbaþý,2.0,2.9847395,3,-1.0,norm_eksigi,1990,,168,95.0,4187.0
37,1984,Kastamonu,Seydiler,3.0,3.178461,3,0.0,dengede,2455,,322,114.0,59447.0
37,1845,Kastamonu,Þenpazar,1.0,2.6702812,3,-2.0,norm_eksigi,1361,,227,72.0,1707.0
37,1666,Kastamonu,Taþköprü,6.0,5.534695,6,0.0,dengede,12956,,403,487.0,220650.0
37,1685,Kastamonu,Tosya,5.0,9.132344,9,-4.0,norm_eksigi,22576,,416,670.0,171646.0
38,1752,Kayseri,Akkýþla,3.0,3.5838165,4,-1.0,norm_eksigi,5024,,319,40.0,99508.0
38,1218,Kayseri,Bünyan,12.0,9.874923,10,2.0,norm_fazlasi,25601,,386,577.0,664194.0
38,1275,Kayseri,Develi,9.0,13.963081,14,-5.0,norm_eksigi,51721,,448,1075.0,613349.0
38,1330,Kayseri,Felahiye,6.0,5.8987327,6,0.0,dengede,5253,,328,137.0,227962.0
38,1936,Kayseri,Hacýlar,5.0,6.470412,6,-1.0,dengede,9513,,330,662.0,26698.0
38,1409,Kayseri,Ýncesu,9.0,9.59789,10,-1.0,dengede,22037,,440,538.0,251507.0
38,1863,Kayseri,Kocasinan,26.0,30.238356,30,-4.0,dengede,303246,,478,6452.0,775963.0
38,1864,Kayseri,Melikgazi,14.0,23.49456,23,-9.0,norm_eksigi,404830,,412,7923.0,181323.0
38,1978,Kayseri,Özvatan,2.0,3.2233167,3,-1.0,norm_eksigi,3089,,339,57.0,70733.0
38,1576,Kayseri,Pýnarbaþý,4.0,8.112936,8,-4.0,norm_eksigi,18004,,360,363.0,1341974.0
38,1603,Kayseri,Sarýoðlan,7.0,8.455298,8,-1.0,dengede,9447,,370,193.0,367785.0
38,1605,Kayseri,Sarýz,5.0,5.608851,6,-1.0,dengede,9663,,223,186.0,199844.0
38,1846,Kayseri,Talas,8.0,15.898467,16,-8.0,norm_eksigi,129101,,349,2249.0,202663.0
38,1680,Kayseri,Tomarza,10.0,11.104081,11,-1.0,dengede,19049,,306,440.0,610673.0
38,1715,Kayseri,Yahyalý,5.0,9.850728,10,-5.0,norm_eksigi,28616,,385,741.0,201381.0
38,1727,Kayseri,Yeþilhisar,9.0,8.290599,8,1.0,dengede,12380,,392,374.0,359292.0
71,1880,Kýrýkkale,Bahþýlý,5.0,4.6811733,5,0.0,dengede,6035,,357,,109582.0
71,1882,Kýrýkkale,Balýþeyh,6.0,5.515286,6,0.0,dengede,1756,,376,83.0,437784.0
71,1901,Kýrýkkale,Çelebi,6.0,2.7760353,3,3.0,norm_fazlasi,883,,355,21.0,114821.0
71,1268,Kýrýkkale,Delice,5.0,5.858656,6,-1.0,dengede,5252,,391,127.0,490647.0
71,1954,Kýrýkkale,Karakeçili,4.0,3.6229556,4,0.0,dengede,2899,,407,54.0,107322.0
71,1463,Kýrýkkale,Keskin,8.0,8.448969,8,0.0,dengede,8072,,370,206.0,789623.0
71,1638,Kýrýkkale,Sulakyurt,3.0,4.137415,4,-1.0,norm_eksigi,2157,,461,63.0,320293.0
71,1992,Kýrýkkale,Yahþihan,6.0,9.277278,9,-3.0,norm_eksigi,32674,,340,1132.0,104321.0
39,1163,Kýrklareli,Babaeski,12.0,11.7119875,12,0.0,dengede,29688,,463,1105.0,520848.0
39,1270,Kýrklareli,Demirköy,3.0,3.5253048,4,-1.0,norm_eksigi,4974,,339,160.0,7584.0
39,1480,Kýrklareli,Kofçaz,2.0,2.434162,2,0.0,dengede,580,,309,53.0,101286.0
39,1505,Kýrklareli,Lüleburgaz,17.0,22.63245,23,-6.0,norm_eksigi,111299,,512,3423.0,812211.0
39,1572,Kýrklareli,Pehlivanköy,3.0,2.8469362,3,0.0,dengede,1465,,272,80.0,86355.0
39,1577,Kýrklareli,Pýnarhisar,4.0,4.411093,4,0.0,dengede,10467,,419,334.0,176823.0
39,1714,Kýrklareli,Vize,5.0,5.996764,6,-1.0,dengede,15790,,453,811.0,204548.0
40,1869,Kýrþehir,Akçakent,4.0,3.0764577,3,1.0,norm_fazlasi,633,,247,36.0,130574.0
40,1754,Kýrþehir,Akpýnar,6.0,3.6822865,4,2.0,norm_fazlasi,2186,,301,65.0,215118.0
40,1890,Kýrþehir,Boztepe,9.0,4.8380313,5,4.0,norm_fazlasi,2402,,279,56.0,533163.0
40,1254,Kýrþehir,Çiçekdaðý,8.0,6.994282,7,1.0,dengede,7248,,309,47.0,376643.0
40,1429,Kýrþehir,Kaman,9.0,12.708232,13,-4.0,norm_eksigi,17822,,452,501.0,762957.0
40,1529,Kýrþehir,Mucur,9.0,7.8958516,8,1.0,dengede,10189,,426,246.0,591537.0
79,2023,Kilis,Elbeyli,8.0,3.123665,3,5.0,norm_fazlasi,1056,,290,29.0,214545.0
79,2024,Kilis,Musabeyli,4.0,3.506867,4,0.0,dengede,777,,277,87.0,235090.0
79,2025,Kilis,Polateli,5.0,3.4131715,3,2.0,norm_fazlasi,804,,304,14.0,151630.0
41,2058,Kocaeli,Baþiskele,5.0,9.372371,9,-4.0,norm_eksigi,90910,,319,1507.0,9163.0
41,2059,Kocaeli,Çayýrova,4.0,5.045567,5,-1.0,norm_eksigi,110833,,73,1716.0,0.0
41,2060,Kocaeli,Darýca,5.0,7.2852654,7,-2.0,norm_eksigi,166726,,123,1792.0,251.0
41,2030,Kocaeli,Derince,7.0,10.558279,11,-4.0,norm_eksigi,110636,,259,991.0,52321.0
41,2061,Kocaeli,Dilovasý,1.0,2.4137423,2,-1.0,norm_eksigi,36434,,105,962.0,125.0
41,1338,Kocaeli,Gebze,11.0,15.645199,16,-5.0,norm_eksigi,300913,,334,3327.0,75908.0
41,1355,Kocaeli,Gölcük,6.0,10.079758,10,-4.0,norm_eksigi,133815,,349,1784.0,6942.0
41,2062,Kocaeli,Ýzmit,12.0,20.166542,20,-8.0,norm_eksigi,289629,,429,5484.0,122240.0
41,1430,Kocaeli,Kandýra,12.0,11.226823,11,1.0,dengede,41560,,341,951.0,356145.0
41,1440,Kocaeli,Karamürsel,11.0,9.73747,10,1.0,dengede,46810,,422,965.0,101414.0
41,2063,Kocaeli,Kartepe,7.0,10.134738,10,-3.0,norm_eksigi,108288,,336,1574.0,21002.0
41,1821,Kocaeli,Körfez,10.0,11.660994,12,-2.0,dengede,130809,,291,1773.0,76012.0
42,1868,Konya,Ahýrlý,1.0,4.0414824,4,-3.0,norm_eksigi,2938,,332,76.0,82868.0
42,1753,Konya,Akören,9.0,5.381491,5,4.0,norm_fazlasi,4624,,442,142.0,211675.0
42,1122,Konya,Akþehir,20.0,17.342014,17,3.0,dengede,69604,,496,1841.0,359368.0
42,1760,Konya,Altýnekin,14.0,8.473921,8,6.0,norm_fazlasi,10230,,442,222.0,731411.0
42,1188,Konya,Beyþehir,23.0,14.119929,14,9.0,norm_fazlasi,58843,,486,1257.0,543833.0
42,1207,Konya,Bozkýr,4.0,5.839996,6,-2.0,norm_eksigi,20874,,448,560.0,174559.0
42,1222,Konya,Cihanbeyli,11.0,12.490022,12,-1.0,dengede,41114,,440,988.0,2142128.0
42,1902,Konya,Çeltik,5.0,6.4552865,6,-1.0,dengede,10695,,370,112.0,348322.0
42,1262,Konya,Çumra,23.0,16.817749,17,6.0,norm_fazlasi,45927,,533,928.0,1315278.0
42,1907,Konya,Derbent,4.0,4.7704387,5,-1.0,norm_eksigi,3315,,395,60.0,123263.0
42,1789,Konya,Derebucak,3.0,3.4299285,3,0.0,dengede,4661,,288,120.0,23956.0
42,1285,Konya,Doðanhisar,7.0,6.6771607,7,0.0,dengede,8826,,418,174.0,223889.0
42,1920,Konya,Emirgazi,5.0,7.571986,8,-3.0,norm_eksigi,5926,,332,66.0,404116.0
42,1312,Konya,Ereðli,22.0,23.107956,23,-1.0,dengede,103183,,481,2773.0,1085588.0
42,1933,Konya,Güneysýnýr,5.0,6.4171576,6,-1.0,dengede,6388,,418,146.0,219747.0
42,1375,Konya,Hadim,4.0,3.7687407,4,0.0,dengede,9420,,287,95.0,81011.0
42,1937,Konya,Halkapýnar,5.0,4.578815,5,0.0,dengede,3467,,359,84.0,57655.0
42,1804,Konya,Hüyük,5.0,7.0104346,7,-2.0,norm_eksigi,12483,,430,340.0,202567.0
42,1400,Konya,Ilgýn,12.0,15.200324,15,-3.0,norm_eksigi,41434,,533,813.0,720517.0
42,1422,Konya,Kadýnhaný,17.0,12.777421,13,4.0,norm_fazlasi,22327,,490,483.0,1108479.0
42,1441,Konya,Karapýnar,10.0,12.053833,12,-2.0,dengede,35191,,446,953.0,1249149.0
42,1814,Konya,Karatay,33.0,36.577835,37,-4.0,dengede,267096,,496,4967.0,1859978.0
42,1491,Konya,Kulu,9.0,9.873615,10,-1.0,dengede,36645,,393,1046.0,997042.0
42,1827,Konya,Meram,31.0,26.648514,27,4.0,dengede,255204,,577,4348.0,637257.0
42,1598,Konya,Sarayönü,17.0,13.467939,13,4.0,norm_fazlasi,20707,,489,454.0,1155858.0
42,1839,Konya,Selçuklu,30.0,29.934954,30,0.0,dengede,490479,,475,7935.0,656491.0
42,1617,Konya,Seydiþehir,16.0,13.260601,13,3.0,norm_fazlasi,50475,,492,1053.0,386893.0
42,1848,Konya,Taþkent,3.0,3.396331,3,0.0,dengede,4384,,275,80.0,17213.0
42,1990,Konya,Tuzlukçu,3.0,6.9897485,7,-4.0,norm_eksigi,5255,,412,134.0,380248.0
42,1994,Konya,Yalýhüyük,2.0,2.8062482,3,-1.0,norm_eksigi,1504,,275,24.0,40119.0
42,1735,Konya,Yunak,10.0,8.41225,8,2.0,norm_fazlasi,15308,,411,270.0,1305556.0
43,1132,Kütahya,Altýntaþ,6.0,4.9061527,5,1.0,norm_fazlasi,3939,,474,244.0,415861.0
43,1764,Kütahya,Aslanapa,5.0,4.0462236,4,1.0,norm_fazlasi,1509,,386,147.0,212858.0
43,1898,Kütahya,Çavdarhisar,3.0,4.625318,5,-2.0,norm_eksigi,1814,,380,95.0,172721.0
43,1288,Kütahya,Domaniç,6.0,4.339972,4,2.0,norm_fazlasi,5578,,359,225.0,94451.0
43,1790,Kütahya,Dumlupýnar,3.0,3.1732929,3,0.0,dengede,1038,,304,34.0,58608.0
43,1304,Kütahya,Emet,5.0,7.2788033,7,-2.0,norm_eksigi,8474,,455,486.0,170195.0
43,1339,Kütahya,Gediz,7.0,10.379952,10,-3.0,norm_eksigi,25945,,469,833.0,472029.0
43,1802,Kütahya,Hisarcýk,4.0,3.3104422,3,1.0,norm_fazlasi,3800,,379,137.0,58337.0
43,1979,Kütahya,Pazarlar,4.0,2.7887769,3,1.0,norm_fazlasi,2635,,453,59.0,35923.0
43,1625,Kütahya,Simav,10.0,12.206462,12,-2.0,dengede,33577,,659,858.0,298538.0
43,1843,Kütahya,Þaphane,3.0,3.0857656,3,0.0,dengede,2488,,378,138.0,62102.0
43,1671,Kütahya,Tavþanlý,13.0,14.545969,15,-2.0,dengede,65530,,554,2057.0,388498.0
44,1114,Malatya,Akçadað,14.0,10.371262,10,4.0,norm_fazlasi,29819,,421,577.0,293511.0
44,1143,Malatya,Arapgir,4.0,6.139671,6,-2.0,norm_eksigi,8994,,366,186.0,170224.0
44,1148,Malatya,Arguvan,6.0,4.9165554,5,1.0,norm_fazlasi,6473,,337,125.0,297335.0
44,1772,Malatya,Battalgazi,25.0,21.915726,22,3.0,dengede,220196,,431,4254.0,299963.0
44,1265,Malatya,Darende,6.0,8.296735,8,-2.0,norm_eksigi,21280,,412,645.0,386804.0
44,1286,Malatya,Doðanþehir,8.0,7.724427,8,0.0,dengede,27139,,396,562.0,101774.0
44,1914,Malatya,Doðanyol,3.0,2.925417,3,0.0,dengede,4025,,333,112.0,25451.0
44,1390,Malatya,Hekimhan,5.0,4.8389554,5,0.0,dengede,15843,,336,337.0,292114.0
44,1953,Malatya,Kale,7.0,3.9164362,4,3.0,norm_fazlasi,5749,,304,276.0,22379.0
44,1969,Malatya,Kuluncak,4.0,4.25036,4,0.0,dengede,7139,,368,125.0,198179.0
44,1582,Malatya,Pütürge,6.0,3.9810808,4,2.0,norm_fazlasi,11438,,350,210.0,56767.0
44,1995,Malatya,Yazýhan,12.0,6.71227,7,5.0,norm_fazlasi,10898,,410,228.0,315827.0
44,1729,Malatya,Yeþilyurt,21.0,20.791164,21,0.0,dengede,207749,,437,4044.0,224453.0
45,1751,Manisa,Ahmetli,9.0,8.1896305,8,1.0,dengede,14250,,468,338.0,115760.0
45,1118,Manisa,Akhisar,24.0,24.152187,24,0.0,dengede,136002,,508,4082.0,683693.0
45,1127,Manisa,Alaþehir,10.0,16.498463,16,-6.0,norm_eksigi,87601,,464,1501.0,362270.0
45,1269,Manisa,Demirci,4.0,10.155738,10,-6.0,norm_eksigi,29434,,549,615.0,291407.0
45,1793,Manisa,Gölmarmara,5.0,6.0003405,6,-1.0,dengede,11290,,339,398.0,119236.0
45,1362,Manisa,Gördes,6.0,7.645618,8,-2.0,norm_eksigi,21046,,408,623.0,304846.0
45,1470,Manisa,Kýrkaðaç,6.0,10.57545,11,-5.0,norm_eksigi,31852,,477,830.0,210927.0
45,1965,Manisa,Köprübaþý,3.0,5.994153,6,-3.0,norm_eksigi,10601,,358,206.0,192484.0
45,1489,Manisa,Kula,11.0,11.265612,11,0.0,dengede,36697,,480,995.0,340096.0
45,1590,Manisa,Salihli,32.0,23.293547,23,9.0,norm_fazlasi,122295,,602,3272.0,567487.0
45,1600,Manisa,Sarýgöl,9.0,9.27355,9,0.0,dengede,28830,,459,536.0,188551.0
45,1606,Manisa,Saruhanlý,12.0,15.374316,15,-3.0,norm_eksigi,47024,,391,1165.0,398187.0
45,1613,Manisa,Selendi,3.0,6.681554,7,-4.0,norm_eksigi,14094,,393,245.0,379164.0
45,1634,Manisa,Soma,11.0,13.121263,13,-2.0,dengede,70925,,499,1643.0,206415.0
45,2086,Manisa,Þehzadeler,13.0,19.100143,19,-6.0,norm_eksigi,125804,,387,2604.0,329287.0
45,1689,Manisa,Turgutlu,20.0,19.551384,20,0.0,dengede,124244,,523,2525.0,249112.0
45,2087,Manisa,Yunusemre,11.0,17.003101,17,-6.0,norm_eksigi,200762,,404,3471.0,100704.0
47,2088,Mardin,Artuklu,20.0,16.904366,17,3.0,dengede,121357,,368,2511.0,328664.0
47,1787,Mardin,Dargeçit,9.0,6.5629897,7,2.0,norm_fazlasi,15978,,240,180.0,163014.0
47,1273,Mardin,Derik,16.0,10.279513,10,6.0,norm_fazlasi,35078,,341,304.0,550583.0
47,1474,Mardin,Kýzýltepe,31.0,24.660454,25,6.0,norm_fazlasi,168590,,373,1359.0,998840.0
47,1519,Mardin,Mazýdaðý,12.0,6.5780625,7,5.0,norm_fazlasi,23209,,317,167.0,123958.0
47,1526,Mardin,Midyat,8.0,13.21675,13,-5.0,norm_eksigi,83358,,310,1199.0,374434.0
47,1547,Mardin,Nusaybin,17.0,14.948729,15,2.0,dengede,77197,,390,696.0,268779.0
47,1564,Mardin,Ömerli,9.0,5.013664,5,4.0,norm_fazlasi,9342,,273,438.0,191155.0
47,1609,Mardin,Savur,9.0,5.4112115,5,4.0,norm_fazlasi,14330,,369,99.0,212983.0
47,2002,Mardin,Yeþilli,7.0,3.9211712,4,3.0,norm_fazlasi,7753,,314,68.0,35810.0
33,2064,Mersin,Akdeniz,44.0,18.209534,18,26.0,norm_fazlasi,180517,,336,4534.0,105454.0
33,1135,Mersin,Anamur,16.0,12.925924,13,3.0,norm_fazlasi,56233,,358,1168.0,188435.0
33,1766,Mersin,Aydýncýk,6.0,5.336981,5,1.0,norm_fazlasi,9064,,397,110.0,53230.0
33,1779,Mersin,Bozyazý,15.0,8.469552,8,7.0,norm_fazlasi,25615,,400,528.0,69329.0
33,1892,Mersin,Çamlýyayla,7.0,4.075525,4,3.0,norm_fazlasi,8591,,256,305.0,12658.0
33,1311,Mersin,Erdemli,43.0,19.18466,19,24.0,norm_fazlasi,128395,,398,4284.0,257926.0
33,1366,Mersin,Gülnar,7.0,8.799422,9,-2.0,norm_eksigi,35299,,277,293.0,196457.0
33,2065,Mersin,Mezitli,23.0,14.631995,15,8.0,norm_fazlasi,174066,,298,3094.0,49425.0
33,1536,Mersin,Mut,15.0,14.703927,15,0.0,dengede,51726,,377,484.0,713100.0
33,1621,Mersin,Silifke,27.0,20.70993,21,6.0,norm_fazlasi,99676,,533,2962.0,519729.0
33,1665,Mersin,Tarsus,34.0,30.169638,30,4.0,dengede,266789,,623,3234.0,1004217.0
33,2066,Mersin,Toroslar,26.0,16.239428,16,10.0,norm_fazlasi,228651,,360,3142.0,62265.0
33,2067,Mersin,Yeniþehir,15.0,14.73704,15,0.0,dengede,212799,,319,3804.0,26528.0
48,1197,Muðla,Bodrum,9.0,14.61519,15,-6.0,norm_eksigi,152866,,511,5755.0,121861.0
48,1742,Muðla,Dalaman,11.0,10.156321,10,1.0,dengede,40156,,532,693.0,119572.0
48,1266,Muðla,Datça,8.0,8.582884,9,-1.0,dengede,17965,,444,902.0,25329.0
48,1331,Muðla,Fethiye,25.0,20.041351,20,5.0,norm_fazlasi,124326,,647,6547.0,101029.0
48,1958,Muðla,Kavaklýdere,5.0,3.6320918,4,1.0,norm_fazlasi,8458,,471,168.0,32284.0
48,1488,Muðla,Köyceðiz,10.0,10.361174,10,0.0,dengede,31174,,540,718.0,98286.0
48,1517,Muðla,Marmaris,13.0,10.589295,11,2.0,dengede,76501,,446,3015.0,14592.0
48,2089,Muðla,Menteþe,18.0,16.828882,17,1.0,dengede,100811,,596,2002.0,234793.0
48,1528,Muðla,Milas,19.0,21.07753,21,-2.0,dengede,106741,,592,2463.0,669911.0
48,1831,Muðla,Ortaca,17.0,11.274476,11,6.0,norm_fazlasi,44509,,439,1727.0,64384.0
48,2090,Muðla,Seydikemer,31.0,15.448833,15,16.0,norm_fazlasi,48107,,778,773.0,287225.0
48,1695,Muðla,Ula,8.0,10.112407,10,-2.0,norm_eksigi,26708,,516,994.0,36322.0
48,1719,Muðla,Yataðan,10.0,11.265132,11,-1.0,dengede,28411,,604,810.0,209620.0
49,1213,Muþ,Bulanýk,10.0,9.388347,9,1.0,dengede,25328,,228,359.0,652626.0
49,1801,Muþ,Hasköy,6.0,5.1782107,5,1.0,norm_fazlasi,9914,,223,217.0,57925.0
49,1964,Muþ,Korkut,7.0,5.297797,5,2.0,norm_fazlasi,3327,,221,225.0,334649.0
49,1510,Muþ,Malazgirt,10.0,8.442549,8,2.0,norm_fazlasi,12757,,241,389.0,899905.0
49,1711,Muþ,Varto,7.0,5.8646064,6,1.0,dengede,7361,,213,481.0,336500.0
50,1749,Nevþehir,Acýgöl,4.0,6.3192887,6,-2.0,norm_eksigi,8182,,367,276.0,257341.0
50,1155,Nevþehir,Avanos,8.0,10.485914,10,-2.0,norm_eksigi,18953,,387,742.0,697126.0
50,1274,Nevþehir,Derinkuyu,7.0,7.2824078,7,0.0,dengede,9843,,327,249.0,246355.0
50,1367,Nevþehir,Gülþehir,10.0,7.359159,7,3.0,norm_fazlasi,8371,,398,231.0,429326.0
50,1374,Nevþehir,Hacýbektaþ,6.0,4.590136,5,1.0,norm_fazlasi,4464,,388,99.0,435477.0
50,1485,Nevþehir,Kozaklý,5.0,4.2295413,4,1.0,norm_fazlasi,6127,,441,158.0,573011.0
50,1707,Nevþehir,Ürgüp,13.0,10.805173,11,2.0,dengede,26297,,481,1136.0,275488.0
51,1876,Niðde,Altunhisar,6.0,5.969366,6,0.0,dengede,6190,,367,200.0,247450.0
51,1201,Niðde,Bor,12.0,14.438991,14,-2.0,dengede,39883,,423,662.0,569108.0
51,1225,Niðde,Çamardý,4.0,6.1863656,6,-2.0,norm_eksigi,2871,,366,142.0,500000.0
51,1904,Niðde,Çiftlik,5.0,4.195669,4,1.0,norm_fazlasi,11003,,315,221.0,166040.0
51,1700,Niðde,Ulukýþla,7.0,5.5281725,6,1.0,dengede,4755,,427,334.0,333989.0
52,1119,Ordu,Akkuþ,3.0,6.2395086,6,-3.0,norm_eksigi,18323,,285,342.0,192147.0
52,2103,Ordu,Altýnordu,28.0,19.228016,19,9.0,norm_fazlasi,182474,,256,4242.0,274264.0
52,1158,Ordu,Aybastý,4.0,3.6318223,4,0.0,dengede,17868,,189,417.0,101272.0
52,1891,Ordu,Çamaþ,3.0,4.0476427,4,-1.0,norm_eksigi,8232,,148,183.0,71115.0
52,1897,Ordu,Çatalpýnar,5.0,3.702032,4,1.0,norm_fazlasi,8006,,150,295.0,49989.0
52,1900,Ordu,Çaybaþý,4.0,4.7080507,5,-1.0,norm_eksigi,8470,,232,171.0,68799.0
52,1328,Ordu,Fatsa,19.0,17.792233,18,1.0,dengede,97025,,286,1907.0,275195.0
52,1358,Ordu,Gölköy,3.0,4.9210114,5,-2.0,norm_eksigi,19203,,168,438.0,144029.0
52,1795,Ordu,Gülyalý,5.0,5.0854545,5,0.0,dengede,7177,,227,139.0,33718.0
52,1797,Ordu,Gürgentepe,3.0,3.6445692,4,-1.0,norm_eksigi,13803,,180,284.0,106423.0
52,1947,Ordu,Ýkizce,6.0,4.1153994,4,2.0,norm_fazlasi,10790,,178,165.0,97720.0
52,1950,Ordu,Kabadüz,3.0,3.744188,4,-1.0,norm_eksigi,6684,,167,157.0,89144.0
52,1951,Ordu,Kabataþ,2.0,4.0760145,4,-2.0,norm_eksigi,7983,,149,205.0,49781.0
52,1482,Ordu,Korgan,5.0,3.6803656,4,1.0,norm_fazlasi,17287,,161,434.0,92669.0
52,1493,Ordu,Kumru,4.0,3.8523903,4,0.0,dengede,23412,,223,371.0,125366.0
52,1525,Ordu,Mesudiye,3.0,5.1423697,5,-2.0,norm_eksigi,13197,,234,153.0,152568.0
52,1573,Ordu,Perþembe,10.0,10.575608,11,-1.0,dengede,31724,,297,577.0,184422.0
52,1696,Ordu,Ulubey,7.0,7.328386,7,0.0,dengede,16888,,213,278.0,178885.0
52,1706,Ordu,Ünye,17.0,18.024805,18,-1.0,dengede,100401,,246,2338.0,310035.0
80,1165,Osmaniye,Bahçe,7.0,4.7881174,5,2.0,norm_fazlasi,10718,,325,494.0,47125.0
80,1743,Osmaniye,Düziçi,10.0,11.110688,11,-1.0,dengede,49246,,452,1041.0,196603.0
80,2027,Osmaniye,Hasanbeyli,3.0,3.3848467,3,0.0,dengede,2170,,262,48.0,31157.0
80,1423,Osmaniye,Kadirli,32.0,21.376938,21,11.0,norm_fazlasi,81372,,479,2198.0,479955.0
80,2028,Osmaniye,Sumbas,10.0,5.751578,6,4.0,norm_fazlasi,3459,,325,164.0,137835.0
80,2029,Osmaniye,Toprakkale,6.0,7.641483,8,-2.0,norm_eksigi,15093,,311,487.0,62975.0
53,1146,Rize,Ardeþen,6.0,8.887904,9,-3.0,norm_eksigi,24565,,253,664.0,83672.0
53,1228,Rize,Çamlýhemþin,3.0,2.8749132,3,0.0,dengede,1641,,189,224.0,15191.0
53,1241,Rize,Çayeli,7.0,6.9542403,7,0.0,dengede,21962,,214,567.0,83733.0
53,1908,Rize,Derepazarý,4.0,3.8620644,4,0.0,dengede,3092,,197,91.0,19431.0
53,1332,Rize,Fýndýklý,5.0,4.6329756,5,0.0,dengede,9419,,236,223.0,52230.0
53,1796,Rize,Güneysu,3.0,4.301568,4,-1.0,norm_eksigi,6443,,204,142.0,39411.0
