il_kod,ilce_kod,il_adi,ilce_adi,nufus_18plus,yuzolcum,toplam_hayvan_2024,veteriner_hekim,veteriner_tahmini_norm,veteriner_tahmini_norm_yuvarlak,veteriner_norm_farki,veteriner_durumu,gida_muhendisi,gida_tahmini_norm,gida_tahmini_norm_yuvarlak,gida_norm_farki,gida_durumu,ziraat_muhendisi,ziraat_tahmini_norm,ziraat_tahmini_norm_yuvarlak,ziraat_norm_farki,ziraat_durumu
78,1561,Karabük,Ovacýk,1122,,341,1.0,2.0318284,2,-1.0,norm_eksigi,0.0,0.0,0,0.0,dengede,1.0,1.9624957,2,-1.0,norm_eksigi
78,1587,Karabük,Safranbolu,41138,,417,5.0,7.086544,7,-2.0,norm_eksigi,1.0,2.050647,2,-1.0,norm_eksigi,9.0,9.755664,10,-1.0,dengede
78,1856,Karabük,Yenice,9006,,291,1.0,3.033334,3,-2.0,norm_eksigi,0.0,0.02732718,0,0.0,dengede,3.0,3.5255716,4,-1.0,norm_eksigi
70,1768,Karaman,Ayrancý,1810,,508,6.0,5.357291,5,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,5.0,4.988495,5,0.0,dengede
70,1884,Karaman,Baþyayla,1449,,264,2.0,2.4542897,2,0.0,dengede,0.0,0.0,0,0.0,dengede,1.0,2.6144755,3,-2.0,norm_eksigi
70,1316,Karaman,Ermenek,11307,,425,5.0,9.13234,9,-4.0,norm_eksigi,1.0,1.4853214,1,0.0,dengede,5.0,8.764268,9,-4.0,norm_eksigi
70,1862,Karaman,Kazýmkarabekir,3282,,334,4.0,2.9029849,3,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,7.0,4.663067,5,2.0,norm_fazlasi
70,1983,Karaman,Sarýveliler,6286,,235,1.0,2.3327632,2,-1.0,norm_eksigi,0.0,0.006526388,0,0.0,dengede,4.0,3.827607,4,0.0,dengede
36,1756,Kars,Akyaka,1541,,213,8.0,5.914731,6,2.0,norm_fazlasi,0.0,0.00815627,0,0.0,dengede,5.0,4.1923084,4,1.0,norm_fazlasi
36,1149,Kars,Arpaçay,1696,,191,12.0,7.168128,7,5.0,norm_fazlasi,0.0,0.020746537,0,0.0,dengede,6.0,4.382035,4,2.0,norm_fazlasi
36,1279,Kars,Digor,3805,,170,7.0,6.143819,6,1.0,dengede,0.0,0.017254688,0,0.0,dengede,5.0,5.653023,6,-1.0,dengede
36,1424,Kars,Kaðýzman,14686,,188,9.0,5.2485065,5,4.0,norm_fazlasi,1.0,0.8269467,1,0.0,dengede,7.0,7.5814,8,-1.0,dengede
36,1601,Kars,Sarýkamýþ,10901,,189,6.0,4.4941034,4,2.0,norm_fazlasi,1.0,0.6860083,1,0.0,dengede,7.0,5.1166887,5,2.0,norm_fazlasi
36,1614,Kars,Selim,3902,,206,6.0,5.1023417,5,1.0,norm_fazlasi,0.0,0.0017021671,0,0.0,dengede,5.0,6.342527,6,-1.0,dengede
36,1645,Kars,Susuz,1492,,148,4.0,4.35631,4,0.0,dengede,0.0,0.006663725,0,0.0,dengede,3.0,4.4973054,4,-1.0,norm_eksigi
37,1101,Kastamonu,Abana,3107,,181,1.0,2.4408524,2,-1.0,norm_eksigi,0.0,0.0061917827,0,0.0,dengede,4.0,3.376623,3,1.0,norm_fazlasi
37,1867,Kastamonu,Aðlý,1964,,197,3.0,2.2139878,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,3.0,3.2006743,3,0.0,dengede
37,1140,Kastamonu,Araç,5352,,257,5.0,2.875516,3,2.0,norm_fazlasi,1.0,1.0600932,1,0.0,dengede,5.0,3.8832853,4,1.0,norm_fazlasi
37,1162,Kastamonu,Azdavay,2423,,207,1.0,2.0842366,2,-1.0,norm_eksigi,0.0,0.0058890358,0,0.0,dengede,1.0,3.2174542,3,-2.0,norm_eksigi
37,1208,Kastamonu,Bozkurt,4246,,262,2.0,2.4338186,2,0.0,dengede,0.0,0.007429205,0,0.0,dengede,3.0,3.7391422,4,-1.0,norm_eksigi
37,1221,Kastamonu,Cide,9529,,279,5.0,2.9271832,3,2.0,norm_fazlasi,0.0,0.028216772,0,0.0,dengede,4.0,3.7879713,4,0.0,dengede
37,1238,Kastamonu,Çatalzeytin,2979,,233,1.0,2.1044781,2,-1.0,norm_eksigi,0.0,0.022413872,0,0.0,dengede,1.0,3.5193279,4,-3.0,norm_eksigi
37,1264,Kastamonu,Daday,2142,,335,5.0,3.1967332,3,2.0,norm_fazlasi,0.0,0.020611353,0,0.0,dengede,4.0,3.449093,3,1.0,norm_fazlasi
37,1277,Kastamonu,Devrekani,4091,,279,9.0,3.504955,4,5.0,norm_fazlasi,0.0,0.0021469444,0,0.0,dengede,5.0,4.1997995,4,1.0,norm_fazlasi
37,1915,Kastamonu,Doðanyurt,847,,262,1.0,1.7747518,2,-1.0,norm_eksigi,0.0,0.0,0,0.0,dengede,1.0,2.369324,2,-1.0,norm_eksigi
37,1940,Kastamonu,Hanönü,1701,,287,3.0,2.1249256,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,4.0,2.8058245,3,1.0,norm_fazlasi
37,1805,Kastamonu,Ýhsangazi,2266,,254,4.0,2.444208,2,2.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,3.0,3.6361444,4,-1.0,norm_eksigi
37,1410,Kastamonu,Ýnebolu,7132,,299,4.0,3.1802495,3,1.0,norm_fazlasi,1.0,1.1540719,1,0.0,dengede,5.0,3.675812,4,1.0,norm_fazlasi
37,1499,Kastamonu,Küre,1774,,225,3.0,2.2431197,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,2.0,2.7295163,3,-1.0,norm_eksigi
37,1836,Kastamonu,Pýnarbaþý,1990,,168,1.0,1.9814906,2,-1.0,norm_eksigi,0.0,0.0007449016,0,0.0,dengede,2.0,2.9847395,3,-1.0,norm_eksigi
37,1984,Kastamonu,Seydiler,2455,,322,4.0,2.4736521,2,2.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,3.0,3.178461,3,0.0,dengede
37,1845,Kastamonu,Þenpazar,1361,,227,2.0,2.0288103,2,0.0,dengede,0.0,0.0,0,0.0,dengede,1.0,2.6702812,3,-2.0,norm_eksigi
37,1666,Kastamonu,Taþköprü,12956,,403,8.0,9.064644,9,-1.0,dengede,1.0,1.1514485,1,0.0,dengede,6.0,5.534695,6,0.0,dengede
37,1685,Kastamonu,Tosya,22576,,416,2.0,4.645015,5,-3.0,norm_eksigi,1.0,1.0645566,1,0.0,dengede,5.0,9.132344,9,-4.0,norm_eksigi
38,1752,Kayseri,Akkýþla,5024,,319,5.0,3.741504,4,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,3.0,3.5838165,4,-1.0,norm_eksigi
38,1218,Kayseri,Bünyan,25601,,386,11.0,7.72316,8,3.0,norm_fazlasi,1.0,0.97490066,1,0.0,dengede,12.0,9.874923,10,2.0,norm_fazlasi
38,1275,Kayseri,Develi,51721,,448,13.0,10.808169,11,2.0,dengede,2.0,1.8228179,2,0.0,dengede,9.0,13.963081,14,-5.0,norm_eksigi
38,1330,Kayseri,Felahiye,5253,,328,3.0,3.7344706,4,-1.0,norm_eksigi,0.0,0.0,0,0.0,dengede,6.0,5.8987327,6,0.0,dengede
38,1936,Kayseri,Hacýlar,9513,,330,3.0,3.3422787,3,0.0,dengede,1.0,1.471131,1,0.0,dengede,5.0,6.470412,6,-1.0,dengede
38,1409,Kayseri,Ýncesu,22037,,440,6.0,6.7992535,7,-1.0,dengede,0.0,0.062405627,0,0.0,dengede,9.0,9.59789,10,-1.0,dengede
38,1863,Kayseri,Kocasinan,303246,,478,29.0,18.654263,19,10.0,norm_fazlasi,12.0,7.2092233,7,5.0,norm_fazlasi,26.0,30.238356,30,-4.0,dengede
38,1864,Kayseri,Melikgazi,404830,,412,13.0,14.418936,14,-1.0,dengede,15.0,10.072019,10,5.0,norm_fazlasi,14.0,23.49456,23,-9.0,norm_eksigi
38,1978,Kayseri,Özvatan,3089,,339,2.0,2.9296257,3,-1.0,norm_eksigi,0.0,0.0,0,0.0,dengede,2.0,3.2233167,3,-1.0,norm_eksigi
38,1576,Kayseri,Pýnarbaþý,18004,,360,8.0,7.69948,8,0.0,dengede,1.0,0.42047426,0,1.0,norm_fazlasi,4.0,8.112936,8,-4.0,norm_eksigi
38,1603,Kayseri,Sarýoðlan,9447,,370,5.0,4.820861,5,0.0,dengede,0.0,0.031815678,0,0.0,dengede,7.0,8.455298,8,-1.0,dengede
38,1605,Kayseri,Sarýz,9663,,223,6.0,2.9820387,3,3.0,norm_fazlasi,0.0,0.007038437,0,0.0,dengede,5.0,5.608851,6,-1.0,dengede
38,1846,Kayseri,Talas,129101,,349,5.0,8.580671,9,-4.0,norm_eksigi,2.0,3.0425143,3,-1.0,norm_eksigi,8.0,15.898467,16,-8.0,norm_eksigi
38,1680,Kayseri,Tomarza,19049,,306,8.0,6.882845,7,1.0,dengede,1.0,0.7277618,1,0.0,dengede,10.0,11.104081,11,-1.0,dengede
38,1715,Kayseri,Yahyalý,28616,,385,9.0,5.929426,6,3.0,norm_fazlasi,0.0,0.07379058,0,0.0,dengede,5.0,9.850728,10,-5.0,norm_eksigi
38,1727,Kayseri,Yeþilhisar,12380,,392,3.0,4.3212967,4,-1.0,norm_eksigi,1.0,0.93505305,1,0.0,dengede,9.0,8.290599,8,1.0,dengede
71,1880,Kýrýkkale,Bahþýlý,6035,,357,4.0,3.5599926,4,0.0,dengede,0.0,0.0009555593,0,0.0,dengede,5.0,4.6811733,5,0.0,dengede
71,1882,Kýrýkkale,Balýþeyh,1756,,376,4.0,2.5491664,3,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,6.0,5.515286,6,0.0,dengede
71,1901,Kýrýkkale,Çelebi,883,,355,3.0,1.7502198,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,6.0,2.7760353,3,3.0,norm_fazlasi
71,1268,Kýrýkkale,Delice,5252,,391,5.0,4.0270004,4,1.0,norm_fazlasi,0.0,0.014375225,0,0.0,dengede,5.0,5.858656,6,-1.0,dengede
71,1954,Kýrýkkale,Karakeçili,2899,,407,3.0,2.6386523,3,0.0,dengede,0.0,0.0,0,0.0,dengede,4.0,3.6229556,4,0.0,dengede
71,1463,Kýrýkkale,Keskin,8072,,370,6.0,6.230834,6,0.0,dengede,1.0,0.67690265,1,0.0,dengede,8.0,8.448969,8,0.0,dengede
71,1638,Kýrýkkale,Sulakyurt,2157,,461,2.0,2.106148,2,0.0,dengede,0.0,0.0,0,0.0,dengede,3.0,4.137415,4,-1.0,norm_eksigi
71,1992,Kýrýkkale,Yahþihan,32674,,340,5.0,5.836437,6,-1.0,dengede,0.0,0.08381047,0,0.0,dengede,6.0,9.277278,9,-3.0,norm_eksigi
39,1163,Kýrklareli,Babaeski,29688,,463,6.0,9.073922,9,-3.0,norm_eksigi,3.0,1.8563293,2,1.0,norm_fazlasi,12.0,11.7119875,12,0.0,dengede
39,1270,Kýrklareli,Demirköy,4974,,339,5.0,2.9367917,3,2.0,norm_fazlasi,0.0,0.017211251,0,0.0,dengede,3.0,3.5253048,4,-1.0,norm_eksigi
39,1480,Kýrklareli,Kofçaz,580,,309,3.0,2.5079238,3,0.0,dengede,0.0,0.0,0,0.0,dengede,2.0,2.434162,2,0.0,dengede
39,1505,Kýrklareli,Lüleburgaz,111299,,512,17.0,18.262985,18,-1.0,dengede,4.0,4.494305,4,0.0,dengede,17.0,22.63245,23,-6.0,norm_eksigi
39,1572,Kýrklareli,Pehlivanköy,1465,,272,3.0,2.1718183,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,3.0,2.8469362,3,0.0,dengede
39,1577,Kýrklareli,Pýnarhisar,10467,,419,5.0,5.946765,6,-1.0,dengede,0.0,0.050369367,0,0.0,dengede,4.0,4.411093,4,0.0,dengede
39,1714,Kýrklareli,Vize,15790,,453,8.0,6.8329906,7,1.0,dengede,1.0,1.5435988,2,-1.0,norm_eksigi,5.0,5.996764,6,-1.0,dengede
40,1869,Kýrþehir,Akçakent,633,,247,2.0,2.1040561,2,0.0,dengede,0.0,0.0,0,0.0,dengede,4.0,3.0764577,3,1.0,norm_fazlasi
40,1754,Kýrþehir,Akpýnar,2186,,301,2.0,2.5534208,3,-1.0,norm_eksigi,0.0,0.0,0,0.0,dengede,6.0,3.6822865,4,2.0,norm_fazlasi
40,1890,Kýrþehir,Boztepe,2402,,279,6.0,4.606469,5,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,9.0,4.8380313,5,4.0,norm_fazlasi
40,1254,Kýrþehir,Çiçekdaðý,7248,,309,5.0,5.3069954,5,0.0,dengede,0.0,0.00586088,0,0.0,dengede,8.0,6.994282,7,1.0,dengede
40,1429,Kýrþehir,Kaman,17822,,452,8.0,7.0548763,7,1.0,dengede,1.0,0.926202,1,0.0,dengede,9.0,12.708232,13,-4.0,norm_eksigi
40,1529,Kýrþehir,Mucur,10189,,426,7.0,6.667598,7,0.0,dengede,0.0,0.06535003,0,0.0,dengede,9.0,7.8958516,8,1.0,dengede
79,2023,Kilis,Elbeyli,1056,,290,3.0,2.1152468,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,8.0,3.123665,3,5.0,norm_fazlasi
79,2024,Kilis,Musabeyli,777,,277,3.0,2.015709,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,4.0,3.506867,4,0.0,dengede
79,2025,Kilis,Polateli,804,,304,4.0,1.9910505,2,2.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,5.0,3.4131715,3,2.0,norm_fazlasi
41,2058,Kocaeli,Baþiskele,90910,,319,6.0,5.616684,6,0.0,dengede,1.0,2.8572576,3,-2.0,norm_eksigi,5.0,9.372371,9,-4.0,norm_eksigi
41,2059,Kocaeli,Çayýrova,110833,,73,2.0,3.1615522,3,-1.0,norm_eksigi,1.0,1.3231535,1,0.0,dengede,4.0,5.045567,5,-1.0,norm_eksigi
41,2060,Kocaeli,Darýca,166726,,123,4.0,4.2160892,4,0.0,dengede,2.0,2.5351665,3,-1.0,norm_eksigi,5.0,7.2852654,7,-2.0,norm_eksigi
41,2030,Kocaeli,Derince,110636,,259,3.0,5.624153,6,-3.0,norm_eksigi,3.0,2.152168,2,1.0,norm_fazlasi,7.0,10.558279,11,-4.0,norm_eksigi
41,2061,Kocaeli,Dilovasý,36434,,105,3.0,3.0092072,3,0.0,dengede,2.0,2.0234442,2,0.0,dengede,1.0,2.4137423,2,-1.0,norm_eksigi
41,1338,Kocaeli,Gebze,300913,,334,5.0,7.680928,8,-3.0,norm_eksigi,6.0,5.743839,6,0.0,dengede,11.0,15.645199,16,-5.0,norm_eksigi
41,1355,Kocaeli,Gölcük,133815,,349,3.0,6.84112,7,-4.0,norm_eksigi,3.0,3.4283636,3,0.0,dengede,6.0,10.079758,10,-4.0,norm_eksigi
41,2062,Kocaeli,Ýzmit,289629,,429,11.0,11.466412,11,0.0,dengede,9.0,6.993219,7,2.0,norm_fazlasi,12.0,20.166542,20,-8.0,norm_eksigi
41,1430,Kocaeli,Kandýra,41560,,341,9.0,9.946933,10,-1.0,dengede,1.0,1.5306062,2,-1.0,norm_eksigi,12.0,11.226823,11,1.0,dengede
41,1440,Kocaeli,Karamürsel,46810,,422,3.0,5.8286476,6,-3.0,norm_eksigi,2.0,1.7174108,2,0.0,dengede,11.0,9.73747,10,1.0,dengede
41,2063,Kocaeli,Kartepe,108288,,336,4.0,6.0603905,6,-2.0,norm_eksigi,1.0,2.8282444,3,-2.0,norm_eksigi,7.0,10.134738,10,-3.0,norm_eksigi
41,1821,Kocaeli,Körfez,130809,,291,4.0,5.962141,6,-2.0,norm_eksigi,4.0,3.3434067,3,1.0,norm_fazlasi,10.0,11.660994,12,-2.0,dengede
42,1868,Konya,Ahýrlý,2938,,332,3.0,3.7877955,4,-1.0,norm_eksigi,0.0,0.0065085366,0,0.0,dengede,1.0,4.0414824,4,-3.0,norm_eksigi
42,1753,Konya,Akören,4624,,442,5.0,3.8407407,4,1.0,norm_fazlasi,0.0,0.020395234,0,0.0,dengede,9.0,5.381491,5,4.0,norm_fazlasi
42,1122,Konya,Akþehir,69604,,496,10.0,11.684731,12,-2.0,dengede,2.0,2.3869987,2,0.0,dengede,20.0,17.342014,17,3.0,dengede
42,1760,Konya,Altýnekin,10230,,442,4.0,6.988847,7,-3.0,norm_eksigi,1.0,0.67419785,1,0.0,dengede,14.0,8.473921,8,6.0,norm_fazlasi
42,1188,Konya,Beyþehir,58843,,486,15.0,11.053784,11,4.0,norm_fazlasi,1.0,2.9421072,3,-2.0,norm_eksigi,23.0,14.119929,14,9.0,norm_fazlasi
42,1207,Konya,Bozkýr,20874,,448,4.0,6.1118755,6,-2.0,norm_eksigi,1.0,1.1155763,1,0.0,dengede,4.0,5.839996,6,-2.0,norm_eksigi
42,1222,Konya,Cihanbeyli,41114,,440,8.0,8.514804,9,-1.0,dengede,2.0,1.5112544,2,0.0,dengede,11.0,12.490022,12,-1.0,dengede
42,1902,Konya,Çeltik,10695,,370,2.0,4.1322613,4,-2.0,norm_eksigi,0.0,0.026457049,0,0.0,dengede,5.0,6.4552865,6,-1.0,dengede
42,1262,Konya,Çumra,45927,,533,20.0,10.998198,11,9.0,norm_fazlasi,2.0,1.9064935,2,0.0,dengede,23.0,16.817749,17,6.0,norm_fazlasi
42,1907,Konya,Derbent,3315,,395,3.0,3.2991192,3,0.0,dengede,0.0,0.0,0,0.0,dengede,4.0,4.7704387,5,-1.0,norm_eksigi
42,1789,Konya,Derebucak,4661,,288,3.0,3.1589506,3,0.0,dengede,0.0,0.0021669865,0,0.0,dengede,3.0,3.4299285,3,0.0,dengede
42,1285,Konya,Doðanhisar,8826,,418,2.0,4.0247936,4,-2.0,norm_eksigi,0.0,0.02421619,0,0.0,dengede,7.0,6.6771607,7,0.0,dengede
42,1920,Konya,Emirgazi,5926,,332,4.0,5.427561,5,-1.0,norm_eksigi,0.0,0.008207709,0,0.0,dengede,5.0,7.571986,8,-3.0,norm_eksigi
42,1312,Konya,Ereðli,103183,,481,25.0,20.640266,21,4.0,dengede,4.0,4.2165933,4,0.0,dengede,22.0,23.107956,23,-1.0,dengede
42,1933,Konya,Güneysýnýr,6388,,418,5.0,3.9191835,4,1.0,norm_fazlasi,0.0,0.00886634,0,0.0,dengede,5.0,6.4171576,6,-1.0,dengede
42,1375,Konya,Hadim,9420,,287,1.0,3.9524174,4,-3.0,norm_eksigi,0.0,0.0,0,0.0,dengede,4.0,3.7687407,4,0.0,dengede
42,1937,Konya,Halkapýnar,3467,,359,4.0,3.3639967,3,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,5.0,4.578815,5,0.0,dengede
42,1804,Konya,Hüyük,12483,,430,4.0,5.425605,5,-1.0,norm_eksigi,1.0,1.4119034,1,0.0,dengede,5.0,7.0104346,7,-2.0,norm_eksigi
42,1400,Konya,Ilgýn,41434,,533,12.0,10.723812,11,1.0,dengede,2.0,1.6846666,2,0.0,dengede,12.0,15.200324,15,-3.0,norm_eksigi
42,1422,Konya,Kadýnhaný,22327,,490,8.0,9.347798,9,-1.0,dengede,1.0,1.3227487,1,0.0,dengede,17.0,12.777421,13,4.0,norm_fazlasi
42,1441,Konya,Karapýnar,35191,,446,14.0,12.370955,12,2.0,dengede,2.0,1.5576181,2,0.0,dengede,10.0,12.053833,12,-2.0,dengede
42,1814,Konya,Karatay,267096,,496,24.0,23.13416,23,1.0,dengede,8.0,6.68743,7,1.0,dengede,33.0,36.577835,37,-4.0,dengede
42,1491,Konya,Kulu,36645,,393,8.0,6.3920364,6,2.0,norm_fazlasi,1.0,1.2975204,1,0.0,dengede,9.0,9.873615,10,-1.0,dengede
42,1827,Konya,Meram,255204,,577,19.0,21.88493,22,-3.0,dengede,7.0,6.1429725,6,1.0,dengede,31.0,26.648514,27,4.0,dengede
42,1598,Konya,Sarayönü,20707,,489,8.0,9.298116,9,-1.0,dengede,0.0,0.100343704,0,0.0,dengede,17.0,13.467939,13,4.0,norm_fazlasi
42,1839,Konya,Selçuklu,490479,,475,15.0,16.641928,17,-2.0,dengede,10.0,9.646136,10,0.0,dengede,30.0,29.934954,30,0.0,dengede
42,1617,Konya,Seydiþehir,50475,,492,9.0,10.55675,11,-2.0,dengede,2.0,1.9873306,2,0.0,dengede,16.0,13.260601,13,3.0,norm_fazlasi
42,1848,Konya,Taþkent,4384,,275,1.0,2.307008,2,-1.0,norm_eksigi,0.0,0.0030849427,0,0.0,dengede,3.0,3.396331,3,0.0,dengede
42,1990,Konya,Tuzlukçu,5255,,412,4.0,3.8702736,4,0.0,dengede,0.0,0.016539551,0,0.0,dengede,3.0,6.9897485,7,-4.0,norm_eksigi
42,1994,Konya,Yalýhüyük,1504,,275,3.0,2.1476834,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,2.0,2.8062482,3,-1.0,norm_eksigi
42,1735,Konya,Yunak,15308,,411,4.0,5.515379,6,-2.0,norm_eksigi,0.0,0.089301534,0,0.0,dengede,10.0,8.41225,8,2.0,norm_fazlasi
43,1132,Kütahya,Altýntaþ,3939,,474,5.0,4.9462967,5,0.0,dengede,0.0,0.03633944,0,0.0,dengede,6.0,4.9061527,5,1.0,norm_fazlasi
43,1764,Kütahya,Aslanapa,1509,,386,3.0,2.3598566,2,1.0,norm_fazlasi,0.0,0.0027706549,0,0.0,dengede,5.0,4.0462236,4,1.0,norm_fazlasi
43,1898,Kütahya,Çavdarhisar,1814,,380,4.0,2.713771,3,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,3.0,4.625318,5,-2.0,norm_eksigi
43,1288,Kütahya,Domaniç,5578,,359,4.0,3.8751724,4,0.0,dengede,0.0,0.027114652,0,0.0,dengede,6.0,4.339972,4,2.0,norm_fazlasi
43,1790,Kütahya,Dumlupýnar,1038,,304,4.0,1.8707907,2,2.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,3.0,3.1732929,3,0.0,dengede
43,1304,Kütahya,Emet,8474,,455,4.0,4.740733,5,-1.0,norm_eksigi,0.0,0.07397389,0,0.0,dengede,5.0,7.2788033,7,-2.0,norm_eksigi
43,1339,Kütahya,Gediz,25945,,469,5.0,5.7555256,6,-1.0,dengede,2.0,1.2031186,1,1.0,norm_fazlasi,7.0,10.379952,10,-3.0,norm_eksigi
43,1802,Kütahya,Hisarcýk,3800,,379,2.0,2.701576,3,-1.0,norm_eksigi,0.0,0.013073742,0,0.0,dengede,4.0,3.3104422,3,1.0,norm_fazlasi
43,1979,Kütahya,Pazarlar,2635,,453,3.0,2.6172473,3,0.0,dengede,0.0,0.0043523684,0,0.0,dengede,4.0,2.7887769,3,1.0,norm_fazlasi
43,1625,Kütahya,Simav,33577,,659,8.0,9.959175,10,-2.0,norm_eksigi,2.0,1.9377066,2,0.0,dengede,10.0,12.206462,12,-2.0,dengede
43,1843,Kütahya,Þaphane,2488,,378,3.0,2.5875719,3,0.0,dengede,0.0,0.014128923,0,0.0,dengede,3.0,3.0857656,3,0.0,dengede
43,1671,Kütahya,Tavþanlý,65530,,554,10.0,11.215527,11,-1.0,dengede,1.0,2.8213818,3,-2.0,norm_eksigi,13.0,14.545969,15,-2.0,dengede
44,1114,Malatya,Akçadað,29819,,421,11.0,7.010436,7,4.0,norm_fazlasi,1.0,0.979906,1,0.0,dengede,14.0,10.371262,10,4.0,norm_fazlasi
44,1143,Malatya,Arapgir,8994,,366,4.0,4.2960997,4,0.0,dengede,0.0,0.018490069,0,0.0,dengede,4.0,6.139671,6,-2.0,norm_eksigi
44,1148,Malatya,Arguvan,6473,,337,4.0,4.0650005,4,0.0,dengede,0.0,0.016895697,0,0.0,dengede,6.0,4.9165554,5,1.0,norm_fazlasi
44,1772,Malatya,Battalgazi,220196,,431,17.0,16.824457,17,0.0,dengede,5.0,6.7688947,7,-2.0,norm_eksigi,25.0,21.915726,22,3.0,dengede
44,1265,Malatya,Darende,21280,,412,6.0,4.912854,5,1.0,norm_fazlasi,1.0,0.92577404,1,0.0,dengede,6.0,8.296735,8,-2.0,norm_eksigi
44,1286,Malatya,Doðanþehir,27139,,396,5.0,5.3490887,5,0.0,dengede,1.0,1.0819913,1,0.0,dengede,8.0,7.724427,8,0.0,dengede
44,1914,Malatya,Doðanyol,4025,,333,2.0,2.4628131,2,0.0,dengede,0.0,0.0092643425,0,0.0,dengede,3.0,2.925417,3,0.0,dengede
44,1390,Malatya,Hekimhan,15843,,336,3.0,4.2761116,4,-1.0,norm_eksigi,0.0,0.02699259,0,0.0,dengede,5.0,4.8389554,5,0.0,dengede
44,1953,Malatya,Kale,5749,,304,3.0,3.2689435,3,0.0,dengede,1.0,1.8947233,2,-1.0,norm_eksigi,7.0,3.9164362,4,3.0,norm_fazlasi
44,1969,Malatya,Kuluncak,7139,,368,4.0,3.597257,4,0.0,dengede,0.0,0.016162917,0,0.0,dengede,4.0,4.25036,4,0.0,dengede
44,1582,Malatya,Pütürge,11438,,350,4.0,3.2223523,3,1.0,norm_fazlasi,0.0,0.04064071,0,0.0,dengede,6.0,3.9810808,4,2.0,norm_fazlasi
44,1995,Malatya,Yazýhan,10898,,410,6.0,5.1058435,5,1.0,norm_fazlasi,0.0,0.028568305,0,0.0,dengede,12.0,6.71227,7,5.0,norm_fazlasi
44,1729,Malatya,Yeþilyurt,207749,,437,19.0,16.865185,17,2.0,dengede,3.0,4.7938385,5,-2.0,norm_eksigi,21.0,20.791164,21,0.0,dengede
45,1751,Manisa,Ahmetli,14250,,468,5.0,4.211873,4,1.0,norm_fazlasi,2.0,1.3050759,1,1.0,norm_fazlasi,9.0,8.1896305,8,1.0,dengede
45,1118,Manisa,Akhisar,136002,,508,15.0,14.260062,14,1.0,dengede,4.0,5.3250017,5,-1.0,norm_eksigi,24.0,24.152187,24,0.0,dengede
45,1127,Manisa,Alaþehir,87601,,464,12.0,11.59076,12,0.0,dengede,1.0,3.531467,4,-3.0,norm_eksigi,10.0,16.498463,16,-6.0,norm_eksigi
45,1269,Manisa,Demirci,29434,,549,6.0,6.99547,7,-1.0,dengede,0.0,0.21572453,0,0.0,dengede,4.0,10.155738,10,-6.0,norm_eksigi
45,1793,Manisa,Gölmarmara,11290,,339,5.0,4.370225,4,1.0,norm_fazlasi,1.0,1.2885128,1,0.0,dengede,5.0,6.0003405,6,-1.0,dengede
45,1362,Manisa,Gördes,21046,,408,5.0,6.9132195,7,-2.0,norm_eksigi,2.0,1.0257334,1,1.0,norm_fazlasi,6.0,7.645618,8,-2.0,norm_eksigi
45,1470,Manisa,Kýrkaðaç,31852,,477,7.0,5.523654,6,1.0,dengede,1.0,1.3487478,1,0.0,dengede,6.0,10.57545,11,-5.0,norm_eksigi
45,1965,Manisa,Köprübaþý,10601,,358,6.0,5.176613,5,1.0,norm_fazlasi,1.0,1.0003163,1,0.0,dengede,3.0,5.994153,6,-3.0,norm_eksigi
45,1489,Manisa,Kula,36697,,480,11.0,10.273918,10,1.0,dengede,1.0,1.4959942,1,0.0,dengede,11.0,11.265612,11,0.0,dengede
45,1590,Manisa,Salihli,122295,,602,22.0,15.492297,15,7.0,norm_fazlasi,11.0,5.2178974,5,6.0,norm_fazlasi,32.0,23.293547,23,9.0,norm_fazlasi
45,1600,Manisa,Sarýgöl,28830,,459,5.0,6.953454,7,-2.0,norm_eksigi,2.0,1.5819263,2,0.0,dengede,9.0,9.27355,9,0.0,dengede
45,1606,Manisa,Saruhanlý,47024,,391,6.0,8.655385,9,-3.0,norm_eksigi,1.0,1.8715438,2,-1.0,norm_eksigi,12.0,15.374316,15,-3.0,norm_eksigi
45,1613,Manisa,Selendi,14094,,393,6.0,5.221984,5,1.0,norm_fazlasi,0.0,0.051479086,0,0.0,dengede,3.0,6.681554,7,-4.0,norm_eksigi
