il_kod,ilce_kod,il_adi,ilce_adi,nufus_18plus,yuzolcum,toplam_hayvan_2024,veteriner_hekim,veteriner_tahmini_norm,veteriner_tahmini_norm_yuvarlak,veteriner_norm_farki,veteriner_durumu,gida_muhendisi,gida_tahmini_norm,gida_tahmini_norm_yuvarlak,gida_norm_farki,gida_durumu,ziraat_muhendisi,ziraat_tahmini_norm,ziraat_tahmini_norm_yuvarlak,ziraat_norm_farki,ziraat_durumu
3,1961,Afyonkarahisar,Kýzýlören,1187,,351,2.0,1.8058524,2,0.0,dengede,0.0,0.0,0,0.0,dengede,5.0,2.3196232,2,3.0,norm_fazlasi
3,1594,Afyonkarahisar,Sandýklý,26187,,477,10.0,8.424525,8,2.0,norm_fazlasi,1.0,1.5627967,2,-1.0,norm_eksigi,10.0,12.201359,12,-2.0,dengede
3,1626,Afyonkarahisar,Sinanpaþa,22151,,367,6.0,6.9916773,7,-1.0,dengede,1.0,0.8832931,1,0.0,dengede,3.0,5.2943687,5,-2.0,norm_eksigi
3,1639,Afyonkarahisar,Sultandaðý,7747,,417,7.0,4.7769594,5,2.0,norm_fazlasi,0.0,0.0411357,0,0.0,dengede,5.0,5.5483108,6,-1.0,dengede
3,1664,Afyonkarahisar,Þuhut,12879,,462,10.0,7.582116,8,2.0,norm_fazlasi,1.0,1.3100613,1,0.0,dengede,6.0,8.77147,9,-3.0,norm_eksigi
4,1283,Aðrý,Diyadin,11534,,207,4.0,6.716115,7,-3.0,norm_eksigi,0.0,0.062486365,0,0.0,dengede,4.0,5.4662204,5,-1.0,norm_eksigi
4,1301,Aðrý,Eleþkirt,10047,,270,7.0,5.665124,6,1.0,dengede,0.0,0.042208612,0,0.0,dengede,7.0,7.509269,8,-1.0,dengede
4,1379,Aðrý,Hamur,1323,,194,7.0,6.2519016,6,1.0,dengede,0.0,0.0,0,0.0,dengede,4.0,4.391708,4,0.0,dengede
4,1568,Aðrý,Patnos,36378,,260,11.0,10.061009,10,1.0,dengede,0.0,0.07346502,0,0.0,dengede,9.0,9.4842205,9,0.0,dengede
4,1667,Aðrý,Taþlýçay,3991,,223,7.0,6.352934,6,1.0,dengede,0.0,0.03944704,0,0.0,dengede,5.0,4.8844314,5,0.0,dengede
4,1691,Aðrý,Tutak,4490,,233,5.0,5.950284,6,-1.0,dengede,1.0,0.9503717,1,0.0,dengede,5.0,7.0229163,7,-2.0,norm_eksigi
68,1860,Aksaray,Aðaçören,2599,,306,3.0,2.7580297,3,0.0,dengede,0.0,0.0,0,0.0,dengede,2.0,4.491508,4,-2.0,norm_eksigi
68,1921,Aksaray,Eskil,13820,,332,7.0,6.825409,7,0.0,dengede,1.0,0.58013254,1,0.0,dengede,7.0,7.7330422,8,-1.0,dengede
68,1932,Aksaray,Gülaðaç,9309,,435,3.0,4.4218864,4,-1.0,norm_eksigi,0.0,0.029336557,0,0.0,dengede,3.0,4.166408,4,-1.0,norm_eksigi
68,1861,Aksaray,Güzelyurt,5249,,412,3.0,3.5392668,4,-1.0,norm_eksigi,0.0,0.0063161477,0,0.0,dengede,4.0,4.738162,5,-1.0,norm_eksigi
68,1557,Aksaray,Ortaköy,14684,,432,6.0,6.5133057,7,-1.0,dengede,1.0,1.0109562,1,0.0,dengede,7.0,9.344564,9,-2.0,norm_eksigi
68,1866,Aksaray,Sarýyahþi,2711,,283,3.0,2.2634323,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,2.0,2.888746,3,-1.0,norm_eksigi
68,2106,Aksaray,Sultanhaný,8360,,342,4.0,4.784157,5,-1.0,norm_eksigi,1.0,1.0285372,1,0.0,dengede,2.0,4.3784995,4,-2.0,norm_eksigi
5,1363,Amasya,Göynücek,4117,,381,4.0,3.4385192,3,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,5.0,4.360644,4,1.0,norm_fazlasi
5,1368,Amasya,Gümüþhacýköy,12801,,472,8.0,5.7078953,6,2.0,norm_fazlasi,0.0,0.07818596,0,0.0,dengede,9.0,8.349109,8,1.0,dengede
5,1938,Amasya,Hamamözü,1288,,388,3.0,2.081704,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,4.0,2.459902,2,2.0,norm_fazlasi
5,1524,Amasya,Merzifon,48897,,548,13.0,9.584326,10,3.0,norm_fazlasi,3.0,2.1967485,2,1.0,norm_fazlasi,24.0,18.815475,19,5.0,norm_fazlasi
5,1641,Amasya,Suluova,30018,,432,10.0,9.179531,9,1.0,dengede,1.0,1.2436968,1,0.0,dengede,14.0,9.962224,10,4.0,norm_fazlasi
5,1668,Amasya,Taþova,8401,,510,6.0,6.3670654,6,0.0,dengede,0.0,0.09059343,0,0.0,dengede,11.0,9.674293,10,1.0,dengede
6,1872,Ankara,Akyurt,31768,,423,7.0,8.058605,8,-1.0,dengede,3.0,1.9116108,2,1.0,norm_fazlasi,16.0,10.992637,11,5.0,norm_fazlasi
6,1130,Ankara,Altýndað,309197,,310,8.0,9.143046,9,-1.0,dengede,8.0,9.090921,9,-1.0,dengede,14.0,17.928793,18,-4.0,norm_eksigi
6,1157,Ankara,Ayaþ,9539,,490,8.0,7.0836906,7,1.0,dengede,2.0,1.1318372,1,1.0,norm_fazlasi,20.0,9.1162405,9,11.0,norm_fazlasi
6,1167,Ankara,Bala,16030,,415,6.0,6.757162,7,-1.0,dengede,1.0,0.85544145,1,0.0,dengede,10.0,10.82825,11,-1.0,dengede
6,1187,Ankara,Beypazarý,36201,,500,8.0,9.282583,9,-1.0,dengede,1.0,2.6606548,3,-2.0,norm_eksigi,13.0,12.730965,13,0.0,dengede
6,1227,Ankara,Çamlýdere,8457,,306,4.0,3.089225,3,1.0,norm_fazlasi,0.0,0.017532267,0,0.0,dengede,7.0,4.3374586,4,3.0,norm_fazlasi
6,1231,Ankara,Çankaya,793968,,350,14.0,16.699856,17,-3.0,dengede,21.0,22.27275,22,-1.0,dengede,30.0,29.888853,30,0.0,dengede
6,1260,Ankara,Çubuk,76312,,432,14.0,13.342121,13,1.0,dengede,3.0,2.365475,2,1.0,norm_fazlasi,16.0,16.174358,16,0.0,dengede
6,1302,Ankara,Elmadað,34727,,412,5.0,7.8356247,8,-3.0,norm_eksigi,3.0,1.5349158,2,1.0,norm_fazlasi,8.0,9.262401,9,-1.0,dengede
6,1922,Ankara,Etimesgut,457662,,309,11.0,8.321984,8,3.0,norm_fazlasi,11.0,10.727308,11,0.0,dengede,20.0,16.621754,17,3.0,dengede
6,1924,Ankara,Evren,2594,,327,1.0,2.4099467,2,-1.0,norm_eksigi,0.0,0.0,0,0.0,dengede,3.0,3.5159261,4,-1.0,norm_eksigi
6,1744,Ankara,Gölbaþý,125765,,527,16.0,14.9068575,15,1.0,dengede,7.0,4.141029,4,3.0,norm_fazlasi,35.0,22.790478,23,12.0,norm_fazlasi
6,1365,Ankara,Güdül,7683,,328,4.0,4.5016146,5,-1.0,norm_eksigi,0.0,0.01995711,0,0.0,dengede,7.0,7.6653786,8,-1.0,dengede
6,1387,Ankara,Haymana,22234,,497,13.0,8.286104,8,5.0,norm_fazlasi,3.0,1.1245126,1,2.0,norm_fazlasi,14.0,11.901847,12,2.0,dengede
6,1815,Ankara,Kahramankazan,44785,,496,8.0,16.305948,16,-8.0,norm_eksigi,4.0,4.2671885,4,0.0,dengede,21.0,17.050804,17,4.0,norm_fazlasi
6,1427,Ankara,Kalecik,10024,,580,4.0,6.157634,6,-2.0,norm_eksigi,1.0,1.0955653,1,0.0,dengede,9.0,9.106285,9,0.0,dengede
6,1745,Ankara,Keçiören,711423,,250,9.0,8.781497,9,0.0,dengede,15.0,13.406988,13,2.0,dengede,18.0,18.638014,19,-1.0,dengede
6,1473,Ankara,Kýzýlcahamam,24099,,315,6.0,5.8338385,6,0.0,dengede,1.0,1.4959773,1,0.0,dengede,6.0,7.6566772,8,-2.0,norm_eksigi
6,1746,Ankara,Mamak,519955,,356,8.0,8.4878645,8,0.0,dengede,7.0,10.103645,10,-3.0,norm_eksigi,14.0,18.854347,19,-5.0,norm_eksigi
6,1539,Ankara,Nallýhan,19724,,530,7.0,7.532235,8,-1.0,dengede,1.0,1.3225847,1,0.0,dengede,7.0,9.570998,10,-3.0,norm_eksigi
6,1578,Ankara,Polatlý,94981,,500,13.0,17.959906,18,-5.0,norm_eksigi,2.0,3.2880135,3,-1.0,norm_eksigi,24.0,22.67326,23,1.0,dengede
6,2034,Ankara,Pursaklar,118517,,349,4.0,5.924405,6,-2.0,norm_eksigi,4.0,3.442414,3,1.0,norm_fazlasi,17.0,12.244473,12,5.0,norm_fazlasi
6,1747,Ankara,Sincan,435135,,546,17.0,16.96209,17,0.0,dengede,7.0,8.864474,9,-2.0,norm_eksigi,25.0,27.9112,28,-3.0,dengede
6,1658,Ankara,Þereflikoçhisar,26049,,462,6.0,6.597726,7,-1.0,dengede,1.0,1.1281875,1,0.0,dengede,7.0,12.44205,12,-5.0,norm_eksigi
6,1723,Ankara,Yenimahalle,553961,,266,13.0,10.713975,11,2.0,dengede,21.0,14.0446,14,7.0,norm_fazlasi,25.0,20.241283,20,5.0,norm_fazlasi
7,1121,Antalya,Akseki,8605,,313,4.0,3.7536814,4,0.0,dengede,0.0,0.02597157,0,0.0,dengede,5.0,4.697927,5,0.0,dengede
7,2035,Antalya,Aksu,62680,,497,10.0,9.13543,9,1.0,dengede,3.0,2.0751576,2,1.0,norm_fazlasi,37.0,12.33322,12,25.0,norm_fazlasi
7,1126,Antalya,Alanya,259406,,407,16.0,12.713416,13,3.0,norm_fazlasi,7.0,7.151031,7,0.0,dengede,34.0,21.951801,22,12.0,norm_fazlasi
7,1811,Antalya,Demre,21601,,230,6.0,3.507773,4,2.0,norm_fazlasi,2.0,1.4340496,1,1.0,norm_fazlasi,14.0,11.782549,12,2.0,dengede
7,2036,Antalya,Döþemealtý,69911,,543,16.0,12.486484,12,4.0,norm_fazlasi,2.0,2.689205,3,-1.0,norm_eksigi,16.0,14.224679,14,2.0,dengede
7,1303,Antalya,Elmalý,31255,,449,9.0,9.432468,9,0.0,dengede,1.0,1.5704123,2,-1.0,norm_eksigi,17.0,12.363562,12,5.0,norm_fazlasi
7,1333,Antalya,Finike,28059,,294,8.0,5.557295,6,2.0,norm_fazlasi,3.0,2.2606254,2,1.0,norm_fazlasi,17.0,10.6888,11,6.0,norm_fazlasi
7,1337,Antalya,Gazipaþa,44520,,431,12.0,8.912089,9,3.0,norm_fazlasi,3.0,2.433288,2,1.0,norm_fazlasi,23.0,13.843059,14,9.0,norm_fazlasi
7,1370,Antalya,Gündoðmuþ,6903,,249,1.0,2.903403,3,-2.0,norm_eksigi,1.0,0.55635256,1,0.0,dengede,4.0,4.6492915,5,-1.0,norm_eksigi
7,1946,Antalya,Ýbradý,3646,,269,3.0,2.800277,3,0.0,dengede,0.0,0.0023261234,0,0.0,dengede,4.0,3.3031747,3,1.0,norm_fazlasi
7,1451,Antalya,Kaþ,32399,,380,10.0,7.4522743,7,3.0,norm_fazlasi,2.0,2.2357395,2,0.0,dengede,15.0,13.827616,14,1.0,dengede
7,1959,Antalya,Kemer,34554,,331,6.0,5.5879784,6,0.0,dengede,4.0,2.3734562,2,2.0,norm_fazlasi,9.0,9.112881,9,0.0,dengede
7,2037,Antalya,Kepez,475805,,473,12.0,13.217237,13,-1.0,dengede,9.0,9.630838,10,-1.0,dengede,37.0,20.589603,21,16.0,norm_fazlasi
7,2038,Antalya,Konyaaltý,155728,,379,8.0,8.313628,8,0.0,dengede,7.0,5.04203,5,2.0,norm_fazlasi,15.0,15.036223,15,0.0,dengede
7,1483,Antalya,Korkuteli,47023,,496,16.0,11.415336,11,5.0,norm_fazlasi,2.0,1.9322546,2,0.0,dengede,24.0,15.417126,15,9.0,norm_fazlasi
7,1492,Antalya,Kumluca,58061,,346,9.0,7.0053835,7,2.0,norm_fazlasi,2.0,2.1382337,2,0.0,dengede,23.0,14.441702,14,9.0,norm_fazlasi
7,1512,Antalya,Manavgat,249296,,665,23.0,18.650362,19,4.0,norm_fazlasi,11.0,8.101324,8,3.0,norm_fazlasi,30.0,24.621288,25,5.0,norm_fazlasi
7,2039,Antalya,Muratpaþa,400613,,316,12.0,8.92427,9,3.0,norm_fazlasi,13.0,11.512628,12,1.0,dengede,13.0,15.77254,16,-3.0,dengede
7,1616,Antalya,Serik,104101,,631,14.0,14.14261,14,0.0,dengede,6.0,4.8954806,5,1.0,norm_fazlasi,35.0,22.878113,23,12.0,norm_fazlasi
75,1252,Ardahan,Çýldýr,1819,,203,5.0,3.6364415,4,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,5.0,3.4316065,3,2.0,norm_fazlasi
75,2008,Ardahan,Damal,2223,,156,5.0,3.3502302,3,2.0,norm_fazlasi,0.0,0.017433524,0,0.0,dengede,2.0,4.1246166,4,-2.0,norm_eksigi
75,1356,Ardahan,Göle,6620,,187,10.0,4.099307,4,6.0,norm_fazlasi,0.0,0.017468452,0,0.0,dengede,6.0,3.77953,4,2.0,norm_fazlasi
75,1380,Ardahan,Hanak,2202,,151,9.0,3.3398697,3,6.0,norm_fazlasi,0.0,0.034720406,0,0.0,dengede,5.0,4.223424,4,1.0,norm_fazlasi
75,1579,Ardahan,Posof,1564,,227,3.0,2.344676,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,3.0,2.2862318,2,1.0,norm_fazlasi
8,1145,Artvin,Ardanuç,4316,,294,3.0,2.5539942,3,0.0,dengede,0.0,0.045649722,0,0.0,dengede,4.0,4.579752,5,-1.0,norm_eksigi
8,1147,Artvin,Arhavi,13351,,212,3.0,2.724396,3,0.0,dengede,2.0,1.3760401,1,1.0,norm_fazlasi,8.0,7.519098,8,0.0,dengede
8,1202,Artvin,Borçka,8206,,195,4.0,3.0166004,3,1.0,norm_fazlasi,0.0,0.02172535,0,0.0,dengede,5.0,4.073554,4,1.0,norm_fazlasi
8,1395,Artvin,Hopa,17540,,201,2.0,3.281484,3,-1.0,norm_eksigi,1.0,1.0545129,1,0.0,dengede,6.0,4.653153,5,1.0,norm_fazlasi
8,2105,Artvin,Kemalpaþa,4997,,152,2.0,2.3000526,2,0.0,dengede,1.0,0.90746444,1,0.0,dengede,4.0,3.5386846,4,0.0,dengede
8,1828,Artvin,Murgul,3970,,218,3.0,2.1369386,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,2.0,3.8481052,4,-2.0,norm_eksigi
8,1653,Artvin,Þavþat,5748,,218,5.0,3.165155,3,2.0,norm_fazlasi,1.0,0.9662413,1,0.0,dengede,2.0,1.7812959,2,0.0,dengede
9,1206,Aydýn,Bozdoðan,26564,,585,8.0,8.905927,9,-1.0,dengede,0.0,0.40604204,0,0.0,dengede,10.0,11.081828,11,-1.0,dengede
9,1781,Aydýn,Buharkent,10092,,415,3.0,4.421706,4,-1.0,norm_eksigi,0.0,0.07479428,0,0.0,dengede,4.0,5.903975,6,-2.0,norm_eksigi
9,1256,Aydýn,Çine,40046,,572,12.0,12.077401,12,0.0,dengede,1.0,2.2713077,2,-1.0,norm_eksigi,11.0,13.089073,13,-2.0,dengede
9,2000,Aydýn,Didim,81769,,468,9.0,8.577777,9,0.0,dengede,4.0,3.1643808,3,1.0,norm_fazlasi,16.0,13.206605,13,3.0,norm_fazlasi
9,2076,Aydýn,Efeler,238106,,592,23.0,18.75676,19,4.0,norm_fazlasi,4.0,7.3470883,7,-3.0,norm_eksigi,29.0,24.724735,25,4.0,dengede
9,1348,Aydýn,Germencik,33539,,444,7.0,8.481169,8,-1.0,dengede,1.0,1.6622115,2,-1.0,norm_eksigi,11.0,12.490781,12,-1.0,dengede
9,1807,Aydýn,Ýncirliova,41805,,479,9.0,9.003781,9,0.0,dengede,2.0,1.9119029,2,0.0,dengede,14.0,11.143114,11,3.0,norm_fazlasi
9,1435,Aydýn,Karacasu,14465,,425,5.0,5.3056173,5,0.0,dengede,2.0,0.9953239,1,1.0,norm_fazlasi,7.0,8.43529,8,-1.0,dengede
9,1957,Aydýn,Karpuzlu,9055,,435,8.0,5.4249153,5,3.0,norm_fazlasi,0.0,0.04357884,0,0.0,dengede,9.0,6.982467,7,2.0,norm_fazlasi
9,1479,Aydýn,Koçarlý,18929,,453,9.0,9.251793,9,0.0,dengede,0.0,0.07946184,0,0.0,dengede,13.0,10.032162,10,3.0,norm_fazlasi
9,1968,Aydýn,Köþk,22811,,398,6.0,5.9823074,6,0.0,dengede,2.0,1.7273132,2,0.0,dengede,8.0,9.098864,9,-1.0,dengede
9,1497,Aydýn,Kuþadasý,112270,,335,8.0,8.162783,8,0.0,dengede,5.0,4.5999694,5,0.0,dengede,14.0,12.670207,13,1.0,dengede
9,1498,Aydýn,Kuyucak,22039,,484,10.0,8.66593,9,1.0,dengede,1.0,1.878549,2,-1.0,norm_eksigi,12.0,8.956336,9,3.0,norm_fazlasi
9,1542,Aydýn,Nazilli,128377,,526,13.0,15.232555,15,-2.0,dengede,4.0,5.3831105,5,-1.0,norm_eksigi,18.0,20.27987,20,-2.0,dengede
9,1637,Aydýn,Söke,95945,,533,17.0,13.373087,13,4.0,norm_fazlasi,4.0,3.0127075,3,1.0,norm_fazlasi,22.0,20.506935,21,1.0,dengede
9,1640,Aydýn,Sultanhisar,16016,,442,5.0,5.7695312,6,-1.0,dengede,1.0,1.3350139,1,0.0,dengede,14.0,9.831663,10,4.0,norm_fazlasi
9,1724,Aydýn,Yenipazar,9814,,426,6.0,5.2101097,5,1.0,norm_fazlasi,1.0,1.5092291,2,-1.0,norm_eksigi,7.0,7.88393,8,-1.0,dengede
10,2077,Balýkesir,Altýeylül,148506,,560,28.0,17.50719,18,10.0,norm_fazlasi,6.0,5.525923,6,0.0,dengede,21.0,19.020588,19,2.0,dengede
10,1161,Balýkesir,Ayvalýk,62817,,427,9.0,11.863145,12,-3.0,norm_eksigi,2.0,3.8197558,4,-2.0,norm_eksigi,9.0,15.762063,16,-7.0,norm_eksigi
10,1169,Balýkesir,Balya,12054,,369,6.0,6.7685986,7,-1.0,dengede,0.0,0.058382124,0,0.0,dengede,4.0,6.4814057,6,-2.0,norm_eksigi
10,1171,Balýkesir,Bandýrma,133155,,514,20.0,14.696112,15,5.0,norm_fazlasi,4.0,5.1086135,5,-1.0,norm_eksigi,20.0,19.818813,20,0.0,dengede
10,1191,Balýkesir,Bigadiç,44996,,502,14.0,11.590882,12,2.0,dengede,1.0,1.5549456,2,-1.0,norm_eksigi,14.0,10.422727,10,4.0,norm_fazlasi
10,1216,Balýkesir,Burhaniye,57292,,386,8.0,8.02926,8,0.0,dengede,3.0,2.3637395,2,1.0,norm_fazlasi,13.0,13.291248,13,0.0,dengede
10,1291,Balýkesir,Dursunbey,28647,,488,6.0,7.6924114,8,-2.0,norm_eksigi,0.0,0.13494134,0,0.0,dengede,7.0,10.139488,10,-3.0,norm_eksigi
10,1294,Balýkesir,Edremit,123817,,277,9.0,9.289894,9,0.0,dengede,3.0,4.3543315,4,-1.0,norm_eksigi,16.0,17.378902,17,-1.0,dengede
10,1310,Balýkesir,Erdek,28097,,354,4.0,5.7323675,6,-2.0,norm_eksigi,2.0,2.0586727,2,0.0,dengede,8.0,9.813171,10,-2.0,norm_eksigi
10,1928,Balýkesir,Gömeç,13757,,331,4.0,4.9670954,5,-1.0,norm_eksigi,1.0,1.5089563,2,-1.0,norm_eksigi,9.0,8.745061,9,0.0,dengede
10,1360,Balýkesir,Gönen,66301,,575,10.0,13.205234,13,-3.0,norm_eksigi,3.0,3.1902618,3,0.0,dengede,17.0,18.68665,19,-2.0,dengede
10,1384,Balýkesir,Havran,25769,,341,9.0,6.0903854,6,3.0,norm_fazlasi,2.0,1.6263689,2,0.0,dengede,9.0,9.04647,9,0.0,dengede
10,1418,Balýkesir,Ývrindi,27286,,467,9.0,8.565657,9,0.0,dengede,0.0,0.316628,0,0.0,dengede,8.0,9.78581,10,-2.0,norm_eksigi
10,2078,Balýkesir,Karesi,149659,,457,22.0,16.798698,17,5.0,norm_fazlasi,5.0,4.5282636,5,0.0,dengede,14.0,20.123625,20,-6.0,norm_eksigi
10,1462,Balýkesir,Kepsut,19704,,478,9.0,7.788743,8,1.0,dengede,1.0,1.3385025,1,0.0,dengede,7.0,9.575511,10,-3.0,norm_eksigi
10,1514,Balýkesir,Manyas,15587,,484,6.0,7.5584965,8,-2.0,norm_eksigi,2.0,1.2356296,1,1.0,norm_fazlasi,9.0,9.734254,10,-1.0,dengede
10,1824,Balýkesir,Marmara,7333,,244,2.0,2.3665416,2,0.0,dengede,1.0,1.3861823,1,0.0,dengede,2.0,3.398793,3,-1.0,norm_eksigi
10,1608,Balýkesir,Savaþtepe,13612,,488,6.0,4.9848566,5,1.0,norm_fazlasi,0.0,0.07161935,0,0.0,dengede,2.0,3.7150948,4,-2.0,norm_eksigi
10,1619,Balýkesir,Sýndýrgý,26566,,509,10.0,8.176597,8,2.0,norm_fazlasi,1.0,1.3776175,1,0.0,dengede,8.0,10.923226,11,-3.0,norm_eksigi
10,1644,Balýkesir,Susurluk,30790,,518,12.0,9.467856,9,3.0,norm_fazlasi,0.0,1.1971954,1,-1.0,norm_eksigi,8.0,10.2660475,10,-2.0,norm_eksigi
74,1761,Bartýn,Amasra,4995,,311,5.0,3.0138783,3,2.0,norm_fazlasi,1.0,1.407582,1,0.0,dengede,5.0,3.770406,4,1.0,norm_fazlasi
74,1496,Bartýn,Kurucaþile,1847,,307,1.0,2.6016016,3,-2.0,norm_eksigi,0.0,0.0,0,0.0,dengede,4.0,2.72147,3,1.0,norm_fazlasi
74,1701,Bartýn,Ulus,8826,,394,4.0,3.2341712,3,1.0,norm_fazlasi,0.0,0.059769332,0,0.0,dengede,2.0,3.934786,4,-2.0,norm_eksigi
72,1184,Batman,Beþiri,11989,,292,8.0,6.2850676,6,2.0,norm_fazlasi,1.0,0.6921736,1,0.0,dengede,13.0,8.74952,9,4.0,norm_fazlasi
72,1345,Batman,Gercüþ,5899,,247,4.0,3.9035823,4,0.0,dengede,0.0,0.0,0,0.0,dengede,9.0,4.5296035,5,4.0,norm_fazlasi
72,1941,Batman,Hasankeyf,2885,,221,4.0,2.627708,3,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,9.0,3.8031857,4,5.0,norm_fazlasi
72,1487,Batman,Kozluk,19353,,310,7.0,6.575096,7,0.0,dengede,1.0,1.0671266,1,0.0,dengede,12.0,8.214279,8,4.0,norm_fazlasi
72,1607,Batman,Sason,9910,,226,4.0,2.7240212,3,1.0,norm_fazlasi,1.0,0.8233055,1,0.0,dengede,7.0,3.670818,4,3.0,norm_fazlasi
69,1767,Bayburt,Aydýntepe,2547,,312,3.0,2.9604614,3,0.0,dengede,0.0,0.0,0,0.0,dengede,2.0,2.9838192,3,-1.0,norm_eksigi
69,1788,Bayburt,Demirözü,3759,,279,4.0,3.0187008,3,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,3.0,4.390734,4,-1.0,norm_eksigi
11,1210,Bilecik,Bozüyük,57255,,422,7.0,6.4747763,6,1.0,dengede,2.0,2.1471553,2,0.0,dengede,9.0,10.596408,11,-2.0,dengede
11,1359,Bilecik,Gölpazarý,5754,,362,4.0,2.7643,3,1.0,norm_fazlasi,0.0,0.00046814233,0,0.0,dengede,1.0,4.1968193,4,-3.0,norm_eksigi
11,1948,Bilecik,Ýnhisar,812,,249,2.0,1.8090625,2,0.0,dengede,0.0,0.0,0,0.0,dengede,2.0,2.32389,2,0.0,dengede
11,1559,Bilecik,Osmaneli,12610,,441,6.0,4.7422895,5,1.0,norm_fazlasi,1.0,1.091009,1,0.0,dengede,3.0,8.079626,8,-5.0,norm_eksigi
11,1571,Bilecik,Pazaryeri,4792,,424,4.0,3.258586,3,1.0,norm_fazlasi,0.0,0.03997931,0,0.0,dengede,4.0,4.0024133,4,0.0,dengede
11,1636,Bilecik,Söðüt,10769,,334,4.0,3.9471207,4,0.0,dengede,0.0,0.020312108,0,0.0,dengede,4.0,4.3773913,4,0.0,dengede
11,1857,Bilecik,Yenipazar,886,,316,3.0,2.105269,2,1.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,0.0,2.8755486,3,-3.0,norm_eksigi
12,1750,Bingöl,Adaklý,2443,,210,0.0,2.3230538,2,-2.0,norm_eksigi,0.0,0.0,0,0.0,dengede,2.0,2.433861,2,0.0,dengede
12,1344,Bingöl,Genç,13963,,276,4.0,2.2822611,2,2.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,5.0,2.8580525,3,2.0,norm_fazlasi
12,1446,Bingöl,Karlýova,7154,,220,6.0,3.9527917,4,2.0,norm_fazlasi,0.0,0.0,0,0.0,dengede,1.0,3.568752,4,-3.0,norm_eksigi
12,1855,Bingöl,Yayladere,724,,187,2.0,3.5062144,4,-2.0,norm_eksigi,0.0,0.0,0,0.0,dengede,1.0,1.2530559,1,0.0,dengede
12,1996,Bingöl,Yedisu,1070,,210,1.0,1.3908803,1,0.0,dengede,0.0,0.0,0,0.0,dengede,2.0,2.4697018,2,0.0,dengede
13,1106,Bitlis,Adilcevaz,11227,,302,6.0,6.505767,7,-1.0,dengede,0.0,0.02524262,0,0.0,dengede,9.0,9.150744,9,0.0,dengede
13,1112,Bitlis,Ahlat,22806,,284,7.0,6.1030426,6,1.0,dengede,0.0,0.039892234,0,0.0,dengede,12.0,8.854205,9,3.0,norm_fazlasi
13,1798,Bitlis,Güroymak,21757,,264,7.0,6.1084146,6,1.0,dengede,0.0,0.030639328,0,0.0,dengede,4.0,3.861674,4,0.0,dengede
13,1394,Bitlis,Hizan,8448,,258,4.0,3.216593,3,1.0,norm_fazlasi,0.0,0.0280568,0,0.0,dengede,6.0,3.9895298,4,2.0,norm_fazlasi
13,1537,Bitlis,Mutki,3769,,233,3.0,3.0324242,3,0.0,dengede,0.0,0.0,0,0.0,dengede,6.0,3.769478,4,2.0,norm_fazlasi
13,1669,Bitlis,Tatvan,56791,,261,10.0,7.3773327,7,3.0,norm_fazlasi,2.0,1.343457,1,1.0,norm_fazlasi,14.0,12.432509,12,2.0,dengede
14,1916,Bolu,Dörtdivan,2220,,210,3.0,2.2733803,2,1.0,norm_fazlasi,0.0,0.019161142,0,0.0,dengede,2.0,4.1801386,4,-2.0,norm_eksigi
14,1346,Bolu,Gerede,20157,,248,4.0,5.636139,6,-2.0,norm_eksigi,1.0,0.8676138,1,0.0,dengede,5.0,7.8965836,8,-3.0,norm_eksigi
14,1364,Bolu,Göynük,3456,,329,7.0,3.1893198,3,4.0,norm_fazlasi,0.0,0.04199376,0,0.0,dengede,5.0,4.414397,4,1.0,norm_fazlasi
14,1466,Bolu,Kýbrýscýk,891,,213,2.0,1.988006,2,0.0,dengede,0.0,0.0,0,0.0,dengede,2.0,2.7989976,3,-1.0,norm_eksigi
14,1522,Bolu,Mengen,5963,,331,3.0,3.273464,3,0.0,dengede,0.0,0.03235463,0,0.0,dengede,3.0,3.3182428,3,0.0,dengede
14,1531,Bolu,Mudurnu,6029,,316,9.0,7.055108,7,2.0,norm_fazlasi,0.0,0.05509475,0,0.0,dengede,6.0,4.416005,4,2.0,norm_fazlasi
14,1610,Bolu,Seben,1985,,301,3.0,2.786014,3,0.0,dengede,0.0,0.0,0,0.0,dengede,2.0,2.7822788,3,-1.0,norm_eksigi
14,1997,Bolu,Yeniçaða,3467,,269,3.0,2.7454808,3,0.0,dengede,0.0,0.0,0,0.0,dengede,4.0,3.8570974,4,0.0,dengede
15,1109,Burdur,Aðlasun,3123,,549,5.0,2.5805252,3,2.0,norm_fazlasi,0.0,0.040708266,0,0.0,dengede,5.0,2.927529,3,2.0,norm_fazlasi
15,1874,Burdur,Altýnyayla,2380,,377,3.0,2.6601822,3,0.0,dengede,0.0,0.0,0,0.0,dengede,3.0,2.5022826,3,0.0,dengede
