il_adi,ilce_adi,nufus_18plus,yuzolcum,toplam_hayvan_2024,veteriner_hekim,veteriner_tahmini_norm_yuvarlak,veteriner_norm_farki,veteriner_durumu,gida_muhendisi,gida_tahmini_norm_yuvarlak,gida_norm_farki,gida_durumu,ziraat_muhendisi,ziraat_tahmini_norm_yuvarlak,ziraat_norm_farki,ziraat_durumu
Tekirdað,Çerkezköy,164412,,314,5.0,6.0,-1.3709868316355553,norm_eksigi,2.0,3.0,-1.1708173954076933,norm_eksigi,5.0,9.0,-4.155102149486153,norm_eksigi
Tekirdað,Çorlu,218236,,350,8.0,8.0,-0.22110872905397372,dengede,3.0,5.0,-1.5194794972990913,norm_eksigi,10.0,11.0,-1.2574787180407938,dengede
Tekirdað,Ergene,45050,,392,7.0,7.0,-0.264385110769763,dengede,2.0,2.0,-0.15048862605902436,dengede,8.0,10.0,-1.8305721218760205,dengede
Tekirdað,Hayrabolu,25066,,447,7.0,8.0,-1.3316133535793266,dengede,2.0,2.0,0.1318521062714193,dengede,11.0,11.0,-0.19047085910387196,dengede
Tekirdað,Kapaklý,103501,,342,4.0,6.0,-2.1972345273808394,norm_eksigi,2.0,3.0,-0.5106004273569331,dengede,8.0,9.0,-0.9605329577104893,dengede
Tekirdað,Malkara,38383,,457,10.0,12.0,-1.6672026360333199,dengede,3.0,2.0,0.7433368486232226,dengede,12.0,13.0,-1.1595479999846177,dengede
Tekirdað,Muratlý,22528,,374,4.0,6.0,-2.4098457721777606,norm_eksigi,1.0,1.0,-0.3815608594757278,dengede,9.0,9.0,0.02319005717117939,dengede
Tekirdað,Saray,40880,,414,6.0,8.0,-1.513894916809317,norm_eksigi,1.0,2.0,-0.7574606809272655,dengede,3.0,10.0,-6.955443190853282,norm_eksigi
Tekirdað,Süleymanpaþa,171556,,548,15.0,12.0,2.6469837199605486,norm_fazlasi,5.0,4.0,0.7851567704278937,dengede,21.0,15.0,6.038116232663199,norm_fazlasi
Tekirdað,Þarköy,29702,,499,6.0,7.0,-1.2828165329128982,dengede,1.0,2.0,-0.8802709301512945,dengede,7.0,10.0,-3.194672433794903,norm_eksigi
Tokat,Almus,17532,,373,5.0,6.0,-0.5087432118697492,dengede,,1.0,,belirsiz,6.0,8.0,-2.1131027189045604,norm_eksigi
Tokat,Artova,3634,,358,4.0,4.0,-0.3935011784599691,dengede,,0.0,,belirsiz,5.0,7.0,-1.9388135374904198,norm_eksigi
Tokat,Baþçiftlik,5470,,198,2.0,3.0,-0.8645010627058336,dengede,,1.0,,belirsiz,1.0,5.0,-4.341989008629966,norm_eksigi
Tokat,Erbaa,62151,,548,13.0,9.0,3.890043941786505,norm_fazlasi,3.0,3.0,0.26951850928380905,dengede,18.0,12.0,5.901899968472531,norm_fazlasi
Tokat,Niksar,44946,,524,9.0,9.0,0.27394614181478616,dengede,1.0,2.0,-1.3388935914261122,norm_eksigi,12.0,12.0,0.4792596599488892,dengede
Tokat,Pazar,6582,,428,6.0,5.0,0.6019107735538505,dengede,,1.0,,belirsiz,11.0,8.0,2.8917460097289354,norm_fazlasi
Tokat,Reþadiye,27769,,323,4.0,6.0,-1.5332455078573775,norm_eksigi,,1.0,,belirsiz,4.0,8.0,-4.101749114795162,norm_eksigi
Tokat,Sulusaray,4377,,358,3.0,5.0,-1.7182173122328148,norm_eksigi,,0.0,,belirsiz,3.0,7.0,-4.104540021738799,norm_eksigi
Tokat,Turhal,49463,,509,11.0,9.0,1.5673907226123163,dengede,,2.0,,belirsiz,16.0,12.0,4.159988302086624,norm_fazlasi
Tokat,Yeþilyurt,4245,,315,5.0,4.0,0.9985908607209595,dengede,,0.0,,belirsiz,5.0,6.0,-1.4995553456999575,norm_eksigi
Tokat,Zile,27303,,453,12.0,10.0,2.270270214891422,norm_fazlasi,1.0,2.0,-0.7377803896941986,dengede,15.0,12.0,3.202808857612645,norm_fazlasi
Trabzon,Akçaabat,81954,,317,8.0,6.0,1.7177088226021127,norm_fazlasi,3.0,2.0,0.5484315090436516,dengede,18.0,9.0,9.185761481022881,norm_fazlasi
Trabzon,Araklý,38955,,278,4.0,5.0,-0.775018361674837,dengede,2.0,2.0,0.44540807319976006,dengede,11.0,7.0,3.673362141706221,norm_fazlasi
Trabzon,Arsin,25139,,258,3.0,4.0,-1.2395178276222971,norm_eksigi,1.0,1.0,-0.42105240619013373,dengede,9.0,7.0,2.14379717871269,norm_fazlasi
Trabzon,Beþikdüzü,21359,,285,4.0,4.0,-0.24646148292244074,dengede,1.0,1.0,-0.3007815666925442,dengede,7.0,7.0,0.08017456992470606,dengede
Trabzon,Çarþýbaþý,11949,,284,4.0,4.0,-0.006882303376164245,dengede,,1.0,,belirsiz,5.0,7.0,-1.6566991730267109,norm_eksigi
Trabzon,Çaykara,12909,,201,1.0,3.0,-2.261363663308965,norm_eksigi,,1.0,,belirsiz,2.0,6.0,-3.6991710638725195,norm_eksigi
Trabzon,Dernekpazarý,4440,,203,3.0,3.0,0.3369297075021822,dengede,,1.0,,belirsiz,1.0,5.0,-4.115272258169807,norm_eksigi
Trabzon,Düzköy,8971,,240,4.0,4.0,0.07936703495790276,dengede,,1.0,,belirsiz,3.0,6.0,-3.229366762202898,norm_eksigi
Trabzon,Hayrat,7464,,223,1.0,3.0,-2.066667229382371,norm_eksigi,,1.0,,belirsiz,2.0,6.0,-3.6131726430918816,norm_eksigi
Trabzon,Köprübaþý,3486,,189,,3.0,,belirsiz,,0.0,,belirsiz,3.0,5.0,-1.877130990392664,norm_eksigi
Trabzon,Maçka,22971,,279,2.0,5.0,-2.603872412692983,norm_eksigi,1.0,1.0,-0.332477339445012,dengede,6.0,7.0,-1.12185357504241,dengede
Trabzon,Of,36428,,243,4.0,4.0,-0.07490365703458401,dengede,1.0,1.0,-0.34582389121479284,dengede,9.0,7.0,2.3023450686759013,norm_fazlasi
Trabzon,Ortahisar,249704,,316,10.0,8.0,2.33216460814372,norm_fazlasi,6.0,5.0,0.9472399978758732,dengede,18.0,11.0,7.240978693204424,norm_fazlasi
Trabzon,Sürmene,21276,,236,2.0,4.0,-1.999773429327521,norm_eksigi,1.0,1.0,-0.25456442331758034,dengede,10.0,6.0,3.535120721485325,norm_fazlasi
Trabzon,Þalpazarý,11306,,211,2.0,3.0,-1.316578396138084,norm_eksigi,,1.0,,belirsiz,3.0,6.0,-2.767952837687453,norm_eksigi
Trabzon,Tonya,12758,,229,4.0,4.0,0.33309173268864445,dengede,,1.0,,belirsiz,4.0,6.0,-2.0559379376172853,norm_eksigi
Trabzon,Vakfýkebir,22489,,281,5.0,4.0,0.598499196838369,dengede,2.0,1.0,0.6734514829669069,dengede,6.0,7.0,-1.0109713191295562,dengede
Trabzon,Yomra,42281,,223,4.0,4.0,-0.13881134349866908,dengede,2.0,2.0,0.4801825998367961,dengede,11.0,7.0,4.357781125975642,norm_fazlasi
Tunceli,Çemiþgezek,2592,,297,6.0,6.0,-0.37222379697524666,dengede,,0.0,,belirsiz,4.0,7.0,-3.2699008122639164,norm_eksigi
Tunceli,Hozat,2253,,234,1.0,3.0,-1.703831423698674,norm_eksigi,,0.0,,belirsiz,4.0,5.0,-0.9636531777200652,dengede
Tunceli,Mazgirt,2534,,264,1.0,3.0,-2.189425505147948,norm_eksigi,,0.0,,belirsiz,5.0,5.0,-0.46499500794078497,dengede
Tunceli,Ovacýk,2889,,193,2.0,3.0,-0.6263840504480696,dengede,,0.0,,belirsiz,4.0,5.0,-0.8901736818910555,dengede
Tunceli,Pertek,5782,,246,3.0,5.0,-1.8612987328065813,norm_eksigi,,1.0,,belirsiz,7.0,7.0,0.3839157728722711,dengede
Tunceli,Pülümür,1258,,180,2.0,2.0,0.4101984979170217,dengede,,0.0,,belirsiz,4.0,4.0,0.30481178591980207,dengede
Uþak,Banaz,14502,,654,9.0,10.0,-0.5415826287782011,dengede,1.0,2.0,-0.7023126137864335,dengede,7.0,12.0,-5.4699630543391855,norm_eksigi
Uþak,Eþme,14031,,558,10.0,9.0,1.2702026768953267,dengede,1.0,2.0,-0.6363661756662662,dengede,9.0,11.0,-2.4657443559971153,norm_eksigi
Uþak,Karahallý,5660,,384,3.0,5.0,-1.6382776042096259,norm_eksigi,,1.0,,belirsiz,5.0,7.0,-2.4746859647769197,norm_eksigi
Uþak,Sivaslý,9992,,575,9.0,8.0,1.0138177005636049,dengede,1.0,1.0,-0.289109959135045,dengede,8.0,11.0,-2.7551804066736523,norm_eksigi
Uþak,Ulubey,4977,,526,7.0,7.0,0.38888285665961764,dengede,1.0,1.0,0.3497210405705027,dengede,7.0,9.0,-2.495653017858869,norm_eksigi
Van,Bahçesaray,6641,,253,2.0,4.0,-1.7259335560115074,norm_eksigi,,1.0,,belirsiz,2.0,6.0,-4.059226025129332,norm_eksigi
Van,Baþkale,25353,,183,8.0,5.0,2.5491271290141073,norm_fazlasi,,1.0,,belirsiz,7.0,7.0,-0.15412396132684947,dengede
Van,Çaldýran,26290,,245,6.0,7.0,-0.5309131193910863,dengede,1.0,1.0,-0.0816932823113321,dengede,7.0,8.0,-0.9765624346386188,dengede
Van,Çatak,10605,,236,3.0,6.0,-2.7465931523527596,norm_eksigi,,1.0,,belirsiz,8.0,7.0,0.7524182787468847,dengede
Van,Edremit,74261,,359,11.0,6.0,4.8479466506820454,norm_fazlasi,1.0,2.0,-1.1043058401097596,norm_eksigi,14.0,9.0,5.129649002658784,norm_fazlasi
Van,Erciþ,95236,,352,8.0,7.0,0.6884364752489764,dengede,1.0,2.0,-1.385058440332648,norm_eksigi,10.0,10.0,-0.08479349492922594,dengede
Van,Gevaþ,15717,,306,8.0,5.0,2.9862162679581354,norm_fazlasi,1.0,1.0,-0.04040918878606803,dengede,12.0,7.0,4.594794729674636,norm_fazlasi
Van,Gürpýnar,19074,,275,9.0,8.0,0.9376271778769443,dengede,1.0,1.0,-0.020602296104104134,dengede,12.0,9.0,2.6699037255584948,norm_fazlasi
Van,Ýpekyolu,237320,,321,17.0,11.0,6.277007769337345,norm_fazlasi,2.0,6.0,-3.6612306117857845,norm_eksigi,27.0,13.0,14.114428479607232,norm_fazlasi
Van,Muradiye,23258,,285,8.0,6.0,1.6048337586670893,norm_fazlasi,1.0,1.0,-0.06922488904927615,dengede,6.0,8.0,-2.0683188038485625,norm_eksigi
Van,Özalp,27800,,236,8.0,7.0,1.1459222003897915,dengede,,1.0,,belirsiz,5.0,8.0,-3.129905450686138,norm_eksigi
Van,Saray,10401,,184,7.0,4.0,2.7143765754367575,norm_fazlasi,,1.0,,belirsiz,10.0,6.0,3.955406057328969,norm_fazlasi
Van,Tuþba,93847,,352,12.0,8.0,3.9197031661420088,norm_fazlasi,2.0,2.0,-0.39389918216439,dengede,21.0,10.0,10.887817736164777,norm_fazlasi
Yalova,Altýnova,21999,,381,4.0,5.0,-1.0700631563371106,norm_eksigi,1.0,2.0,-0.5614375621617822,dengede,5.0,8.0,-3.0250368166023343,norm_eksigi
Yalova,Armutlu,7217,,198,2.0,3.0,-1.062977882089665,norm_eksigi,,1.0,,belirsiz,3.0,6.0,-2.5653847493731172,norm_eksigi
Yalova,Çýnarcýk,30745,,334,3.0,5.0,-1.8961033594465846,norm_eksigi,1.0,2.0,-0.8784714087714947,dengede,3.0,8.0,-4.758713891100537,norm_eksigi
Yalova,Çiftlikköy,39251,,363,5.0,6.0,-0.774711220760449,dengede,1.0,2.0,-0.9025240230236318,dengede,5.0,8.0,-3.435726350683442,norm_eksigi
Yalova,Termal,3274,,274,2.0,3.0,-0.9759521995286731,dengede,,0.0,,belirsiz,5.0,6.0,-0.532386802932872,dengede
Yozgat,Akdaðmadeni,19725,,472,3.0,8.0,-4.82535407776861,norm_eksigi,2.0,2.0,0.422879041270507,dengede,11.0,10.0,0.6626156144715676,dengede
Yozgat,Aydýncýk,4416,,344,1.0,4.0,-3.2407100201823376,norm_eksigi,,0.0,,belirsiz,5.0,7.0,-1.8290615789573508,norm_eksigi
Yozgat,Boðazlýyan,22243,,376,7.0,9.0,-1.749300746162998,dengede,,1.0,,belirsiz,8.0,11.0,-2.9606374238956654,norm_eksigi
Yozgat,Çandýr,2985,,374,1.0,4.0,-2.9683161418600235,norm_eksigi,,0.0,,belirsiz,2.0,7.0,-4.59759347267479,norm_eksigi
Yozgat,Çayýralan,5832,,389,2.0,5.0,-2.842793304669901,norm_eksigi,,1.0,,belirsiz,4.0,8.0,-3.650077003368633,norm_eksigi
Yozgat,Çekerek,8487,,342,5.0,5.0,-0.006475773971448717,dengede,,1.0,,belirsiz,4.0,8.0,-3.519687262061205,norm_eksigi
Yozgat,Kadýþehri,6281,,315,,5.0,,belirsiz,,1.0,,belirsiz,3.0,7.0,-4.049462752257141,norm_eksigi
Yozgat,Saraykent,6533,,326,4.0,4.0,-0.2081642275668738,dengede,,1.0,,belirsiz,2.0,7.0,-4.856575457465399,norm_eksigi
Yozgat,Sarýkaya,17035,,411,2.0,9.0,-6.985793426534006,norm_eksigi,1.0,1.0,-0.34584357334760885,dengede,8.0,11.0,-3.0673672352905523,norm_eksigi
Yozgat,Sorgun,48951,,422,7.0,10.0,-2.533694702593948,norm_eksigi,2.0,2.0,-0.33118622041667933,dengede,10.0,12.0,-2.003081276519522,dengede
Yozgat,Yenifakýlý,1465,,332,1.0,3.0,-1.8450397996321146,norm_eksigi,,0.0,,belirsiz,2.0,5.0,-3.146778924340686,norm_eksigi
Yozgat,Yerköy,18420,,418,8.0,9.0,-0.9684446213661921,dengede,1.0,2.0,-0.5734851123258597,dengede,8.0,11.0,-3.024064543217868,norm_eksigi
Zonguldak,Alaplý,17197,,244,4.0,4.0,-0.04065971021899628,dengede,2.0,1.0,0.5923875458492476,dengede,8.0,7.0,1.3501840763856805,norm_fazlasi
Zonguldak,Çaycuma,41152,,439,9.0,7.0,1.8602358877163612,norm_fazlasi,2.0,3.0,-0.5667790351504083,dengede,9.0,10.0,-0.8723448204847788,dengede
Zonguldak,Devrek,27476,,323,4.0,5.0,-0.9370309095128055,dengede,2.0,2.0,0.3654619325951942,dengede,5.0,8.0,-2.6214362042646853,norm_eksigi
Zonguldak,Gökçebey,10455,,333,3.0,4.0,-1.3687517610404552,norm_eksigi,,1.0,,belirsiz,2.0,7.0,-5.135600498685685,norm_eksigi
Zonguldak,Kilimli,25594,,231,3.0,4.0,-0.6846721637483566,dengede,1.0,1.0,-0.4156952279606081,dengede,3.0,6.0,-3.304459618379715,norm_eksigi
Zonguldak,Kozlu,35403,,298,5.0,5.0,0.31568797563285944,dengede,2.0,2.0,0.38879945053122755,dengede,5.0,7.0,-2.3256001945060083,norm_eksigi
