il_adi,ilce_adi,ziraat_muhendisi,ziraat_tahmini_norm,ziraat_tahmini_norm_yuvarlak,ziraat_norm_farki,ziraat_durumu
Burdur,Kemer,2.0,4.472653877092362,4.0,-2.4726538770923616,norm_eksigi
Uþak,Karahallý,5.0,7.47468596477692,7.0,-2.4746859647769197,norm_eksigi
Sakarya,Serdivan,7.0,9.482194952353199,9.0,-2.4821949523531988,norm_eksigi
Artvin,Ardanuç,4.0,6.488781524262511,6.0,-2.488781524262511,norm_eksigi
Sakarya,Karasu,7.0,9.492315452044082,9.0,-2.492315452044082,norm_eksigi
Uþak,Ulubey,7.0,9.495653017858869,9.0,-2.495653017858869,norm_eksigi
Balýkesir,Sýndýrgý,8.0,10.512312773001478,11.0,-2.5123127730014776,norm_eksigi
Aðrý,Eleþkirt,7.0,9.516170108412526,10.0,-2.516170108412526,norm_eksigi
Ýzmir,Selçuk,7.0,9.517426910481849,10.0,-2.5174269104818485,norm_eksigi
Kastamonu,Cide,4.0,6.552305483026364,7.0,-2.5523054830263643,norm_eksigi
Konya,Kulu,9.0,11.560070220726757,12.0,-2.5600702207267574,norm_eksigi
Düzce,Gümüþova,4.0,6.565109737329045,7.0,-2.5651097373290446,norm_eksigi
Yalova,Armutlu,3.0,5.565384749373117,6.0,-2.5653847493731172,norm_eksigi
Gaziantep,Ýslahiye,7.0,9.57505700506711,10.0,-2.5750570050671104,norm_eksigi
Karabük,Ovacýk,1.0,3.5820055396898045,4.0,-2.5820055396898045,norm_eksigi
Kars,Selim,5.0,7.616702144931288,8.0,-2.6167021449312884,norm_eksigi
Kütahya,Pazarlar,4.0,6.617997296464345,7.0,-2.6179972964643454,norm_eksigi
Zonguldak,Devrek,5.0,7.621436204264685,8.0,-2.6214362042646853,norm_eksigi
Ordu,Kumru,4.0,6.6369466831244495,7.0,-2.6369466831244495,norm_eksigi
Manisa,Gölmarmara,5.0,7.649423682853874,8.0,-2.6494236828538744,norm_eksigi
Hakkari,Þemdinli,5.0,7.6577862925583915,8.0,-2.6577862925583915,norm_eksigi
Diyarbakýr,Çüngüþ,4.0,6.662357915973345,7.0,-2.6623579159733453,norm_eksigi
Elazýð,Karakoçan,5.0,7.666091958310648,8.0,-2.6660919583106484,norm_eksigi
Kastamonu,Bozkurt,3.0,5.671670996103227,6.0,-2.6716709961032272,norm_eksigi
Sakarya,Ferizli,4.0,6.673406305288247,7.0,-2.673406305288247,norm_eksigi
Isparta,Uluborlu,4.0,6.684017813046745,7.0,-2.6840178130467454,norm_eksigi
Kütahya,Çavdarhisar,3.0,5.688963137989456,6.0,-2.6889631379894556,norm_eksigi
Ordu,Gürgentepe,3.0,5.698217923847143,6.0,-2.6982179238471433,norm_eksigi
Kýrýkkale,Karakeçili,4.0,6.7128773191465,7.0,-2.7128773191465,norm_eksigi
Samsun,Vezirköprü,9.0,11.715776393437253,12.0,-2.7157763934372525,norm_eksigi
Aðrý,Tutak,5.0,7.721870263811454,8.0,-2.7218702638114536,norm_eksigi
Kastamonu,Seydiler,3.0,5.722871871841743,6.0,-2.7228718718417433,norm_eksigi
Konya,Hadim,4.0,6.72712588776133,7.0,-2.7271258877613302,norm_eksigi
Siirt,Baykan,4.0,6.7293247221678145,7.0,-2.7293247221678145,norm_eksigi
Uþak,Sivaslý,8.0,10.755180406673652,11.0,-2.7551804066736523,norm_eksigi
Kahramanmaraþ,Ekinözü,4.0,6.757914880976724,7.0,-2.757914880976724,norm_eksigi
Trabzon,Þalpazarý,3.0,5.767952837687453,6.0,-2.767952837687453,norm_eksigi
Giresun,Þebinkarahisar,5.0,7.776898324704563,8.0,-2.776898324704563,norm_eksigi
Giresun,Çamoluk,2.0,4.8083182389364625,5.0,-2.8083182389364625,norm_eksigi
Kayseri,Develi,9.0,11.819342389914958,12.0,-2.819342389914958,norm_eksigi
Konya,Taþkent,3.0,5.821107143981921,6.0,-2.821107143981921,norm_eksigi
Sivas,Gölova,1.0,3.822219763695804,4.0,-2.822219763695804,norm_eksigi
Burdur,Altýnyayla,3.0,5.826868430401411,6.0,-2.8268684304014107,norm_eksigi
Kastamonu,Þenpazar,1.0,3.851095510375842,4.0,-2.851095510375842,norm_eksigi
Sivas,Þarkýþla,8.0,10.855270953870738,11.0,-2.855270953870738,norm_eksigi
Balýkesir,Kepsut,7.0,9.86071144680532,10.0,-2.86071144680532,norm_eksigi
Çankýrý,Kurþunlu,4.0,6.874270964888118,7.0,-2.874270964888118,norm_eksigi
Burdur,Aðlasun,5.0,7.882446613459291,8.0,-2.882446613459291,norm_eksigi
Artvin,Yusufeli,4.0,6.889353612299289,7.0,-2.8893536122992893,norm_eksigi
Burdur,Çavdýr,6.0,8.891687481578648,9.0,-2.891687481578648,norm_eksigi
Kütahya,Altýntaþ,6.0,8.910127002865254,9.0,-2.910127002865254,norm_eksigi
Ankara,Evren,3.0,5.911910492585639,6.0,-2.9119104925856387,norm_eksigi
Kütahya,Hisarcýk,4.0,6.9199674202552215,7.0,-2.9199674202552215,norm_eksigi
Karabük,Eflani,2.0,4.922850338968452,5.0,-2.922850338968452,norm_eksigi
Bolu,Dörtdivan,2.0,4.924619765467064,5.0,-2.924619765467064,norm_eksigi
Burdur,Gölhisar,8.0,10.93311777707919,11.0,-2.9331177770791896,norm_eksigi
Adýyaman,Gerger,3.0,5.936617793416585,6.0,-2.936617793416585,norm_eksigi
Denizli,Bozkurt,6.0,8.937817114642968,9.0,-2.937817114642968,norm_eksigi
Ardahan,Damal,2.0,4.947357999475052,5.0,-2.9473579994750523,norm_eksigi
Ýstanbul,Kadýköy,9.0,11.95885473868901,12.0,-2.958854738689009,norm_eksigi
Yozgat,Boðazlýyan,8.0,10.960637423895665,11.0,-2.9606374238956654,norm_eksigi
Ýstanbul,Þiþli,6.0,8.976729507302338,9.0,-2.9767295073023377,norm_eksigi
Ordu,Gölköy,3.0,5.982429479009667,6.0,-2.9824294790096673,norm_eksigi
Ýstanbul,Eyüpsultan,8.0,10.991395825764185,11.0,-2.991395825764185,norm_eksigi
Malatya,Hekimhan,5.0,8.013920134654489,8.0,-3.013920134654489,norm_eksigi
Yozgat,Yerköy,8.0,11.024064543217868,11.0,-3.024064543217868,norm_eksigi
Yalova,Altýnova,5.0,8.025036816602334,8.0,-3.0250368166023343,norm_eksigi
Erzurum,Oltu,5.0,8.028059902783527,8.0,-3.028059902783527,norm_eksigi
Isparta,Senirkent,4.0,7.028418087707348,7.0,-3.0284180877073483,norm_eksigi
Konya,Derbent,4.0,7.037497643184263,7.0,-3.0374976431842633,norm_eksigi
Afyonkarahisar,Ýscehisar,4.0,7.0567470892133715,7.0,-3.0567470892133715,norm_eksigi
Ordu,Kabataþ,2.0,5.061003805863036,5.0,-3.061003805863036,norm_eksigi
Elazýð,Alacakaya,2.0,5.066435589772878,5.0,-3.066435589772878,norm_eksigi
Yozgat,Sarýkaya,8.0,11.067367235290552,11.0,-3.0673672352905523,norm_eksigi
Aksaray,Ortaköy,7.0,10.06939557097746,10.0,-3.069395570977459,norm_eksigi
Sivas,Yýldýzeli,7.0,10.0824354294868,10.0,-3.0824354294868,norm_eksigi
Gümüþhane,Þiran,5.0,8.083169232287727,8.0,-3.0831692322877267,norm_eksigi
Erzurum,Karaçoban,4.0,7.086220400972175,7.0,-3.0862204009721754,norm_eksigi
Denizli,Buldan,7.0,10.08900900708989,10.0,-3.0890090070898903,norm_eksigi
Balýkesir,Susurluk,8.0,11.097616240414887,11.0,-3.0976162404148866,norm_eksigi
Konya,Yunak,10.0,13.097689752729867,13.0,-3.097689752729867,norm_eksigi
Konya,Derebucak,3.0,6.112608791651775,6.0,-3.112608791651775,norm_eksigi
Kütahya,Þaphane,3.0,6.11349812206347,6.0,-3.1134981220634703,norm_eksigi
Sinop,Ayancýk,4.0,7.120483269977639,7.0,-3.1204832699776386,norm_eksigi
Van,Özalp,5.0,8.129905450686138,8.0,-3.129905450686138,norm_eksigi
Çankýrý,Yapraklý,2.0,5.137809919976544,5.0,-3.1378099199765437,norm_eksigi
Kocaeli,Gölcük,6.0,9.140526908979291,9.0,-3.1405269089792913,norm_eksigi
Yozgat,Yenifakýlý,2.0,5.146778924340686,5.0,-3.146778924340686,norm_eksigi
Kütahya,Simav,10.0,13.156107299383523,13.0,-3.156107299383523,norm_eksigi
Denizli,Kale,6.0,9.15660158874471,9.0,-3.15660158874471,norm_eksigi
Afyonkarahisar,Çay,8.0,11.16492402432483,11.0,-3.1649240243248293,norm_eksigi
Erzurum,Olur,3.0,6.185682014224438,6.0,-3.1856820142244384,norm_eksigi
Tekirdað,Þarköy,7.0,10.194672433794903,10.0,-3.194672433794903,norm_eksigi
Karaman,Baþyayla,1.0,4.196970543088842,4.0,-3.1969705430888418,norm_eksigi
Çorum,Bayat,5.0,8.205903644059592,8.0,-3.2059036440595925,norm_eksigi
Artvin,Murgul,2.0,5.211949081779683,5.0,-3.211949081779683,norm_eksigi
Trabzon,Düzköy,3.0,6.229366762202898,6.0,-3.229366762202898,norm_eksigi
Bolu,Seben,2.0,5.231595411278816,5.0,-3.231595411278816,norm_eksigi
Bingöl,Solhan,4.0,7.24540697453654,7.0,-3.2454069745365404,norm_eksigi
Eskiþehir,Günyüzü,5.0,8.251039038336867,8.0,-3.2510390383368666,norm_eksigi
Aksaray,Eskil,7.0,10.251886903138805,10.0,-3.2518869031388054,norm_eksigi
Balýkesir,Dursunbey,7.0,10.2569275445506,10.0,-3.2569275445505994,norm_eksigi
Çankýrý,Korgun,2.0,5.25763356516034,5.0,-3.25763356516034,norm_eksigi
Tunceli,Çemiþgezek,4.0,7.269900812263916,7.0,-3.2699008122639164,norm_eksigi
Sivas,Akýncýlar,2.0,5.289218525321381,5.0,-3.289218525321381,norm_eksigi
Konya,Güneysýnýr,5.0,8.2911258912566,8.0,-3.2911258912566,norm_eksigi
Malatya,Doðanyol,3.0,6.298956712819973,6.0,-3.2989567128199733,norm_eksigi
Zonguldak,Kilimli,3.0,6.304459618379715,6.0,-3.304459618379715,norm_eksigi
Çorum,Boðazkale,2.0,5.311505987409845,5.0,-3.311505987409845,norm_eksigi
Kahramanmaraþ,Andýrýn,6.0,9.327019776976664,9.0,-3.3270197769766643,norm_eksigi
Kocaeli,Baþiskele,5.0,8.334189487265823,8.0,-3.3341894872658226,norm_eksigi
Çorum,Oðuzlar,2.0,5.35495426670335,5.0,-3.3549542667033503,norm_eksigi
Bilecik,Söðüt,4.0,7.357628457485761,7.0,-3.3576284574857613,norm_eksigi
Çorum,Dodurga,2.0,5.371411202479166,5.0,-3.371411202479166,norm_eksigi
Sivas,Koyulhisar,3.0,6.372369635619979,6.0,-3.372369635619979,norm_eksigi
Bingöl,Adaklý,2.0,5.376241677284762,5.0,-3.376241677284762,norm_eksigi
Erzurum,Þenkaya,4.0,7.383048051445595,7.0,-3.383048051445595,norm_eksigi
Ýstanbul,Bayrampaþa,5.0,8.385293216053448,8.0,-3.385293216053448,norm_eksigi
Ordu,Mesudiye,3.0,6.397856131066867,6.0,-3.3978561310668667,norm_eksigi
Denizli,Beyaðaç,3.0,6.402393105348651,6.0,-3.4023931053486507,norm_eksigi
Muðla,Kavaklýdere,5.0,8.404198508910703,8.0,-3.404198508910703,norm_eksigi
Sivas,Divriði,4.0,7.40506758222987,7.0,-3.4050675822298704,norm_eksigi
Bitlis,Güroymak,4.0,7.424644606490057,7.0,-3.424644606490057,norm_eksigi
Konya,Çeltik,5.0,8.430769118687126,8.0,-3.4307691186871256,norm_eksigi
Düzce,Çilimli,3.0,6.434190123571221,6.0,-3.434190123571221,norm_eksigi
Yalova,Çiftlikköy,5.0,8.435726350683442,8.0,-3.435726350683442,norm_eksigi
Çankýrý,Eldivan,3.0,6.445014012222387,6.0,-3.445014012222387,norm_eksigi
Giresun,Eynesil,2.0,5.460188028338555,5.0,-3.460188028338555,norm_eksigi
Afyonkarahisar,Baþmakçý,4.0,7.475238672159301,7.0,-3.4752386721593007,norm_eksigi
Hakkari,Çukurca,3.0,6.47823448166318,6.0,-3.47823448166318,norm_eksigi
Manisa,Gördes,6.0,9.479629272048959,9.0,-3.4796292720489586,norm_eksigi
Malatya,Darende,6.0,9.485735578537076,9.0,-3.485735578537076,norm_eksigi
Aðrý,Hamur,4.0,7.495437414242268,7.0,-3.495437414242268,norm_eksigi
Karabük,Yenice,3.0,6.5185848994548135,7.0,-3.5185848994548135,norm_eksigi
Yozgat,Çekerek,4.0,7.519687262061205,8.0,-3.519687262061205,norm_eksigi
Elazýð,Arýcak,3.0,6.5233526243914355,7.0,-3.5233526243914355,norm_eksigi
Karaman,Ayrancý,5.0,8.531105546081992,9.0,-3.5311055460819922,norm_eksigi
Aksaray,Sarýyahþi,2.0,5.538084274812556,6.0,-3.5380842748125563,norm_eksigi
Bayburt,Demirözü,3.0,6.547006465506746,7.0,-3.5470064655067457,norm_eksigi
Kýrýkkale,Delice,5.0,8.549723787471924,9.0,-3.5497237874719243,norm_eksigi
Kahramanmaraþ,Çaðlayancerit,3.0,6.553878182189392,7.0,-3.5538781821893917,norm_eksigi
Bursa,Orhangazi,7.0,10.56325148020153,11.0,-3.5632514802015294,norm_eksigi
Kütahya,Gediz,7.0,10.56808197160524,11.0,-3.56808197160524,norm_eksigi
Sakarya,Taraklý,3.0,6.584523060355595,7.0,-3.584523060355595,norm_eksigi
Bilecik,Pazaryeri,4.0,7.58964969838587,8.0,-3.5896496983858697,norm_eksigi
Erzincan,Kemah,2.0,5.5926538732512014,6.0,-3.5926538732512014,norm_eksigi
Trabzon,Hayrat,2.0,5.613172643091882,6.0,-3.6131726430918816,norm_eksigi
Niðde,Çamardý,4.0,7.6205299236365,8.0,-3.6205299236365,norm_eksigi
Denizli,Baklan,4.0,7.621896386129774,8.0,-3.621896386129774,norm_eksigi
Yozgat,Çayýralan,4.0,7.650077003368633,8.0,-3.650077003368633,norm_eksigi
Bingöl,Kiðý,1.0,4.655384933323195,5.0,-3.6553849333231954,norm_eksigi
Malatya,Kuluncak,4.0,7.674708074703437,8.0,-3.674708074703437,norm_eksigi
Çankýrý,Þabanözü,4.0,7.682426431559933,8.0,-3.682426431559933,norm_eksigi
Kýrklareli,Demirköy,3.0,6.696485119819592,7.0,-3.6964851198195916,norm_eksigi
Trabzon,Çaykara,2.0,5.6991710638725195,6.0,-3.6991710638725195,norm_eksigi
Eskiþehir,Mihalgazi,2.0,5.699905872858753,6.0,-3.6999058728587526,norm_eksigi
Erzurum,Horasan,6.0,9.702707355648815,10.0,-3.7027073556488155,norm_eksigi
Kastamonu,Azdavay,1.0,4.711642131736703,5.0,-3.7116421317367028,norm_eksigi
Bolu,Mengen,3.0,6.726598926503972,7.0,-3.7265989265039723,norm_eksigi
Aksaray,Güzelyurt,4.0,7.749211859947357,8.0,-3.7492118599473567,norm_eksigi
Isparta,Sütçüler,2.0,5.749479585766662,6.0,-3.749479585766662,norm_eksigi
Afyonkarahisar,Sultandaðý,5.0,8.771627099666969,9.0,-3.7716270996669685,norm_eksigi
Çankýrý,Orta,3.0,6.8017976350840375,7.0,-3.8017976350840375,norm_eksigi
Kayseri,Akkýþla,3.0,6.82652236056749,7.0,-3.8265223605674903,norm_eksigi
Hatay,Altýnözü,6.0,9.851218235184533,10.0,-3.8512182351845325,norm_eksigi
Eskiþehir,Sarýcakaya,4.0,7.858581092465908,8.0,-3.858581092465908,norm_eksigi
Bayburt,Aydýntepe,2.0,5.85924511422599,6.0,-3.85924511422599,norm_eksigi
Kütahya,Emet,5.0,8.886508955561865,9.0,-3.8865089555618653,norm_eksigi
Burdur,Karamanlý,5.0,8.917393007226126,9.0,-3.917393007226126,norm_eksigi
Sivas,Zara,4.0,7.931049815883679,8.0,-3.9310498158836786,norm_eksigi
Afyonkarahisar,Çobanlar,3.0,6.931263617953061,7.0,-3.9312636179530607,norm_eksigi
Çorum,Uðurludað,3.0,6.934888741767536,7.0,-3.9348887417675362,norm_eksigi
Aydýn,Buharkent,4.0,7.946751114484164,8.0,-3.9467511144841643,norm_eksigi
Kayseri,Yahyalý,5.0,8.949562949165715,9.0,-3.949562949165715,norm_eksigi
Kastamonu,Tosya,5.0,8.94992372982653,9.0,-3.94992372982653,norm_eksigi
Isparta,Yalvaç,8.0,11.95114824773755,12.0,-3.9511482477375495,norm_eksigi
Malatya,Arapgir,4.0,7.952808273694299,8.0,-3.9528082736942993,norm_eksigi
Edirne,Uzunköprü,8.0,11.96229584698224,12.0,-3.96229584698224,norm_eksigi
Manisa,Kýrkaðaç,6.0,9.986223150598512,10.0,-3.986223150598512,norm_eksigi
Nevþehir,Acýgöl,4.0,7.994436369685755,8.0,-3.994436369685755,norm_eksigi
Konya,Hüyük,5.0,8.998885036929272,9.0,-3.9988850369292717,norm_eksigi
Sinop,Gerze,5.0,8.999910972133538,9.0,-3.999910972133538,norm_eksigi
Çanakkale,Gökçeada,4.0,8.007852160402292,8.0,-4.007852160402292,norm_eksigi
Yozgat,Kadýþehri,3.0,7.049462752257141,7.0,-4.049462752257141,norm_eksigi
Kýrýkkale,Sulakyurt,3.0,7.056902488317012,7.0,-4.056902488317012,norm_eksigi
Van,Bahçesaray,2.0,6.059226025129332,6.0,-4.059226025129332,norm_eksigi
Artvin,Þavþat,2.0,6.0757049137543255,6.0,-4.0757049137543255,norm_eksigi
Ýstanbul,Beylikdüzü,6.0,10.088215882785056,10.0,-4.088215882785056,norm_eksigi
Kayseri,Özvatan,2.0,6.099063337127115,6.0,-4.099063337127115,norm_eksigi
Tokat,Reþadiye,4.0,8.101749114795162,8.0,-4.101749114795162,norm_eksigi
Tokat,Sulusaray,3.0,7.104540021738799,7.0,-4.104540021738799,norm_eksigi
Kastamonu,Çatalzeytin,1.0,5.107122217574265,5.0,-4.107122217574265,norm_eksigi
Trabzon,Dernekpazarý,1.0,5.115272258169807,5.0,-4.115272258169807,norm_eksigi
Giresun,Doðankent,1.0,5.1180256948663905,5.0,-4.1180256948663905,norm_eksigi
Hakkari,Derecik,3.0,7.118477215309158,7.0,-4.118477215309158,norm_eksigi
Tekirdað,Çerkezköy,5.0,9.155102149486153,9.0,-4.155102149486153,norm_eksigi
Erzincan,Çayýrlý,3.0,7.157946786129445,7.0,-4.157946786129445,norm_eksigi
Denizli,Çardak,4.0,8.159400674426044,8.0,-4.159400674426044,norm_eksigi
Denizli,Güney,4.0,8.16302018022063,8.0,-4.163020180220631,norm_eksigi
Ankara,Nallýhan,7.0,11.17105615478457,11.0,-4.171056154784569,norm_eksigi
Çorum,Ortaköy,3.0,7.174523701908362,7.0,-4.174523701908362,norm_eksigi
Balýkesir,Marmara,2.0,6.1867712129946515,6.0,-4.1867712129946515,norm_eksigi
Kocaeli,Dilovasý,1.0,5.2168589509654275,5.0,-4.2168589509654275,norm_eksigi
Nevþehir,Kozaklý,5.0,9.223517656461466,9.0,-4.223517656461466,norm_eksigi
Aksaray,Aðaçören,2.0,6.226783050348656,6.0,-4.226783050348656,norm_eksigi
Erzurum,Ýspir,4.0,8.310894983672034,8.0,-4.310894983672034,norm_eksigi
Afyonkarahisar,Emirdað,7.0,11.3174767124364,11.0,-4.317476712436401,norm_eksigi
Balýkesir,Balya,4.0,8.320702273814804,8.0,-4.320702273814804,norm_eksigi
Adana,Saimbeyli,3.0,7.33391148044042,7.0,-4.33391148044042,norm_eksigi
Tokat,Baþçiftlik,1.0,5.341989008629966,5.0,-4.341989008629966,norm_eksigi
Burdur,Tefenni,4.0,8.35566745721161,8.0,-4.355667457211609,norm_eksigi
Ordu,Akkuþ,3.0,7.356241210071397,7.0,-4.356241210071397,norm_eksigi
Sinop,Erfelek,2.0,6.393463758342022,6.0,-4.393463758342022,norm_eksigi
Adana,Tufanbeyli,4.0,8.45959716787053,8.0,-4.45959716787053,norm_eksigi
Afyonkarahisar,Bayat,2.0,6.478177727219999,6.0,-4.478177727219999,norm_eksigi
Muðla,Bodrum,9.0,13.510788455811657,14.0,-4.510788455811657,norm_eksigi
Sinop,Türkeli,2.0,6.5164662627559125,7.0,-4.5164662627559125,norm_eksigi
Edirne,Meriç,4.0,8.519707366135028,9.0,-4.519707366135028,norm_eksigi
Karabük,Eskipazar,3.0,7.534241380701941,8.0,-4.534241380701941,norm_eksigi
Kahramanmaraþ,Nurhak,2.0,6.544784630798645,7.0,-4.544784630798645,norm_eksigi
Konya,Karapýnar,10.0,14.553117680802815,15.0,-4.553117680802815,norm_eksigi
Ýstanbul,Üsküdar,7.0,11.558770384802692,12.0,-4.558770384802692,norm_eksigi
Sivas,Suþehri,4.0,8.57177014139024,9.0,-4.571770141390241,norm_eksigi
Yozgat,Çandýr,2.0,6.59759347267479,7.0,-4.59759347267479,norm_eksigi
Ankara,Þereflikoçhisar,7.0,11.669291354918359,12.0,-4.669291354918359,norm_eksigi
Þýrnak,Uludere,2.0,6.6827080569835235,7.0,-4.6827080569835235,norm_eksigi
Burdur,Yeþilova,5.0,9.684218525516819,10.0,-4.684218525516819,norm_eksigi
Kýrklareli,Vize,5.0,9.68686579549152,10.0,-4.686865795491521,norm_eksigi
Erzurum,Uzundere,2.0,6.690077429088566,7.0,-4.690077429088566,norm_eksigi
Ýstanbul,Ümraniye,7.0,11.699557465590361,12.0,-4.699557465590361,norm_eksigi
Bursa,Harmancýk,3.0,7.708616981454147,8.0,-4.708616981454147,norm_eksigi
Yalova,Çýnarcýk,3.0,7.758713891100537,8.0,-4.758713891100537,norm_eksigi
Çankýrý,Çerkeþ,4.0,8.769551440826366,9.0,-4.7695514408263655,norm_eksigi
Ýstanbul,Kaðýthane,5.0,9.777990619538894,10.0,-4.777990619538894,norm_eksigi
Denizli,Çal,5.0,9.800208158379757,10.0,-4.800208158379757,norm_eksigi
Afyonkarahisar,Ýhsaniye,5.0,9.806836777993514,10.0,-4.806836777993514,norm_eksigi
Afyonkarahisar,Þuhut,6.0,10.808509808156732,11.0,-4.808509808156732,norm_eksigi
Sakarya,Karapürçek,1.0,5.8215353064925806,6.0,-4.8215353064925806,norm_eksigi
Aðrý,Diyadin,4.0,8.823970587555785,9.0,-4.823970587555785,norm_eksigi
Eskiþehir,Mahmudiye,5.0,9.856187314660566,10.0,-4.856187314660566,norm_eksigi
Yozgat,Saraykent,2.0,6.856575457465399,7.0,-4.856575457465399,norm_eksigi
Çorum,Kargý,4.0,8.88919852444147,9.0,-4.88919852444147,norm_eksigi
Çorum,Sungurlu,8.0,12.900927758952268,13.0,-4.9009277589522675,norm_eksigi
Konya,Cihanbeyli,11.0,15.913469182346393,16.0,-4.913469182346393,norm_eksigi
Karaman,Ermenek,5.0,9.91943457635734,10.0,-4.9194345763573395,norm_eksigi
Kýrklareli,Pýnarhisar,4.0,8.98600247242048,9.0,-4.986002472420481,norm_eksigi
Ýstanbul,Sultangazi,4.0,9.037768811278799,9.0,-5.037768811278799,norm_eksigi
Çorum,Alaca,6.0,11.086436741531106,11.0,-5.086436741531106,norm_eksigi
Kastamonu,Taþköprü,6.0,11.092140090147845,11.0,-5.092140090147845,norm_eksigi
Manisa,Köprübaþý,3.0,8.098237491878699,8.0,-5.098237491878699,norm_eksigi
Zonguldak,Gökçebey,2.0,7.135600498685685,7.0,-5.135600498685685,norm_eksigi
Edirne,Ýpsala,5.0,10.180858895305114,10.0,-5.180858895305114,norm_eksigi
Þanlýurfa,Ceylanpýnar,8.0,13.195245482327271,13.0,-5.195245482327271,norm_eksigi
Çankýrý,Atkaracalar,1.0,6.220897447797043,6.0,-5.220897447797043,norm_eksigi
Konya,Tuzlukçu,3.0,8.332142902832697,8.0,-5.332142902832697,norm_eksigi
Konya,Ahýrlý,1.0,6.4213585397771356,6.0,-5.4213585397771356,norm_eksigi
Konya,Bozkýr,4.0,9.421428767570449,9.0,-5.421428767570449,norm_eksigi
Konya,Emirgazi,5.0,10.455922907557094,10.0,-5.455922907557094,norm_eksigi
Uþak,Banaz,7.0,12.469963054339186,12.0,-5.4699630543391855,norm_eksigi
Erzincan,Ýliç,1.0,6.486718761506896,6.0,-5.486718761506896,norm_eksigi
Erzincan,Refahiye,1.0,6.50311132488465,7.0,-5.50311132488465,norm_eksigi
Aksaray,Gülaðaç,3.0,8.526518178279195,9.0,-5.526518178279195,norm_eksigi
Çankýrý,Ilgaz,2.0,7.579456386296153,8.0,-5.579456386296153,norm_eksigi
Erzurum,Tekman,2.0,7.607990834887257,8.0,-5.607990834887257,norm_eksigi
Bilecik,Osmaneli,3.0,8.635578714870364,9.0,-5.635578714870364,norm_eksigi
Sinop,Duraðan,2.0,7.684087408042785,8.0,-5.684087408042785,norm_eksigi
Bartýn,Ulus,2.0,7.790482910548389,8.0,-5.790482910548389,norm_eksigi
Ýzmir,Kýnýk,7.0,12.823952583035528,13.0,-5.823952583035528,norm_eksigi
Bursa,Orhaneli,4.0,9.83598920266988,10.0,-5.8359892026698805,norm_eksigi
Gaziantep,Araban,3.0,8.84558419480177,9.0,-5.84558419480177,norm_eksigi
Bursa,Keles,3.0,8.925734040612884,9.0,-5.925734040612884,norm_eksigi
Erzurum,Karayazý,3.0,8.97996158124515,9.0,-5.979961581245149,norm_eksigi
Denizli,Serinhisar,3.0,8.98552154648884,9.0,-5.98552154648884,norm_eksigi
Manisa,Selendi,3.0,9.035263496192453,9.0,-6.035263496192453,norm_eksigi
Aksaray,Sultanhaný,2.0,8.083586236464532,8.0,-6.083586236464532,norm_eksigi
Bilecik,Gölpazarý,1.0,7.157078121450174,7.0,-6.157078121450174,norm_eksigi
Bursa,Büyükorhan,2.0,8.176044399279682,8.0,-6.176044399279682,norm_eksigi
Eskiþehir,Mihalýççýk,4.0,10.306948811646585,10.0,-6.306948811646585,norm_eksigi
Þanlýurfa,Akçakale,5.0,11.39448047441053,11.0,-6.39448047441053,norm_eksigi
Eskiþehir,Beylikova,4.0,10.414211435749626,10.0,-6.4142114357496265,norm_eksigi
Afyonkarahisar,Sinanpaþa,3.0,9.43221925035663,9.0,-6.43221925035663,norm_eksigi
Bursa,Yýldýrým,8.0,14.46078114646267,14.0,-6.46078114646267,norm_eksigi
Bingöl,Karlýova,1.0,7.73508474999438,8.0,-6.73508474999438,norm_eksigi
Erzincan,Tercan,3.0,9.78616336432842,10.0,-6.78616336432842,norm_eksigi
Tekirdað,Saray,3.0,9.955443190853282,10.0,-6.955443190853282,norm_eksigi
Manisa,Demirci,4.0,10.95569377541279,11.0,-6.95569377541279,norm_eksigi
Ýstanbul,Baðcýlar,6.0,13.125132828640734,13.0,-7.125132828640734,norm_eksigi
Erzincan,Üzümlü,1.0,8.22293536762316,8.0,-7.22293536762316,norm_eksigi
Balýkesir,Savaþtepe,2.0,9.3749444690487,9.0,-7.3749444690487,norm_eksigi
Kayseri,Pýnarbaþý,4.0,12.053640571959509,12.0,-8.053640571959509,norm_eksigi
Sivas,Kangal,2.0,10.828901382985638,11.0,-8.828901382985638,norm_eksigi
Bilecik,Yenipazar,,2.7602785544562085,3.0,,belirsiz
