il_adi,ilce_adi,denetim_sayisi,il_ilce,il_kod,ilce_kod
Tokat,Baþçiftlik,47,Tokat Baþçiftlik,60,1883
Tokat,Erbaa,1496,Tokat Erbaa,60,1308
Tokat,Merkez,3147,Tokat Merkez,60,1679
Tokat,Niksar,1168,Tokat Niksar,60,1545
Tokat,Pazar,225,Tokat Pazar,60,1834
Tokat,Reþadiye,387,Tokat Reþadiye,60,1584
Tokat,Sulusaray,59,Tokat Sulusaray,60,1987
Tokat,Turhal,1263,Tokat Turhal,60,1690
Tokat,Yeþilyurt,148,Tokat Yeþilyurt,60,1858
Tokat,Zile,704,Tokat Zile,60,1740
Trabzon,Akçaabat,1426,Trabzon Akçaabat,61,1113
Trabzon,Araklý,599,Trabzon Araklý,61,1141
Trabzon,Arsin,584,Trabzon Arsin,61,1150
Trabzon,Beþikdüzü,422,Trabzon Beþikdüzü,61,1775
Trabzon,Çarþýbaþý,358,Trabzon Çarþýbaþý,61,1896
Trabzon,Çaykara,299,Trabzon Çaykara,61,1244
Trabzon,Dernekpazarý,60,Trabzon Dernekpazarý,61,1909
Trabzon,Düzköy,235,Trabzon Düzköy,61,1917
Trabzon,Hayrat,51,Trabzon Hayrat,61,1942
Trabzon,Köprübaþý,41,Trabzon Köprübaþý,61,1966
Trabzon,Maçka,470,Trabzon Maçka,61,1507
Trabzon,Of,377,Trabzon Of,61,1548
Trabzon,Ortahisar,3726,Trabzon Ortahisar,61,2097
Trabzon,Sürmene,453,Trabzon Sürmene,61,1647
Trabzon,Þalpazarý,202,Trabzon Þalpazarý,61,1842
Trabzon,Tonya,141,Trabzon Tonya,61,1681
Trabzon,Vakfýkebir,454,Trabzon Vakfýkebir,61,1709
Trabzon,Yomra,621,Trabzon Yomra,61,1732
Tunceli,Çemiþgezek,94,Tunceli Çemiþgezek,62,1247
Tunceli,Hozat,171,Tunceli Hozat,62,1397
Tunceli,Mazgirt,99,Tunceli Mazgirt,62,1518
Tunceli,Merkez,920,Tunceli Merkez,62,1688
Tunceli,Nazýmiye,45,Tunceli Nazýmiye,62,1541
Tunceli,Ovacýk,185,Tunceli Ovacýk,62,1562
Tunceli,Pertek,277,Tunceli Pertek,62,1574
Tunceli,Pülümür,63,Tunceli Pülümür,62,1581
Uþak,Banaz,615,Uþak Banaz,64,1170
Uþak,Eþme,805,Uþak Eþme,64,1323
Uþak,Karahallý,246,Uþak Karahallý,64,1436
Uþak,Merkez,4393,Uþak Merkez,64,1704
Uþak,Sivaslý,421,Uþak Sivaslý,64,1629
Uþak,Ulubey,283,Uþak Ulubey,64,1697
Van,Bahçesaray,11,Van Bahçesaray,65,1770
Van,Baþkale,79,Van Baþkale,65,1175
Van,Çaldýran,266,Van Çaldýran,65,1786
Van,Çatak,55,Van Çatak,65,1236
Van,Edremit,875,Van Edremit,65,1918
Van,Erciþ,1096,Van Erciþ,65,1309
Van,Gevaþ,181,Van Gevaþ,65,1350
Van,Gürpýnar,230,Van Gürpýnar,65,1372
Van,Ýpekyolu,4636,Van Ýpekyolu,65,2098
Van,Muradiye,190,Van Muradiye,65,1533
Van,Özalp,360,Van Özalp,65,1565
Van,Saray,97,Van Saray,65,1980
Van,Tuþba,1192,Van Tuþba,65,2099
Yalova,Altýnova,604,Yalova Altýnova,77,2019
Yalova,Armutlu,534,Yalova Armutlu,77,2020
Yalova,Çýnarcýk,1009,Yalova Çýnarcýk,77,2021
Yalova,Çiftlikköy,925,Yalova Çiftlikköy,77,2022
Yalova,Merkez,2781,Yalova Merkez,77,1716
Yalova,Termal,176,Yalova Termal,77,2026
Yozgat,Akdaðmadeni,572,Yozgat Akdaðmadeni,66,1117
Yozgat,Aydýncýk,76,Yozgat Aydýncýk,66,1877
Yozgat,Boðazlýyan,411,Yozgat Boðazlýyan,66,1198
Yozgat,Çandýr,89,Yozgat Çandýr,66,1895
Yozgat,Çayýralan,137,Yozgat Çayýralan,66,1242
Yozgat,Çekerek,209,Yozgat Çekerek,66,1245
Yozgat,Kadýþehri,130,Yozgat Kadýþehri,66,1952
Yozgat,Merkez,1993,Yozgat Merkez,66,1733
Yozgat,Saraykent,130,Yozgat Saraykent,66,1982
Yozgat,Sarýkaya,422,Yozgat Sarýkaya,66,1602
Yozgat,Sorgun,1344,Yozgat Sorgun,66,1635
Yozgat,Þefaatli,217,Yozgat Þefaatli,66,1655
Yozgat,Yenifakýlý,114,Yozgat Yenifakýlý,66,1998
Yozgat,Yerköy,688,Yozgat Yerköy,66,1726
Zonguldak,Alaplý,681,Zonguldak Alaplý,67,1758
Zonguldak,Çaycuma,1697,Zonguldak Çaycuma,67,1240
Zonguldak,Devrek,744,Zonguldak Devrek,67,1276
Zonguldak,Ereðli,2167,Zonguldak Ereðli,67,1313
Zonguldak,Gökçebey,435,Zonguldak Gökçebey,67,1926
Zonguldak,Kilimli,610,Zonguldak Kilimli,67,2100
Zonguldak,Kozlu,670,Zonguldak Kozlu,67,2101
Zonguldak,Merkez,1904,Zonguldak Merkez,67,1741
