ust_kategori,hayvansal_alt_grup,il_kod,il_adi,ilce_kod,ilce_adi,period,duzey_kodu,duzey_tip,y2021,y2022,y2023,y2024,il_ilce_adi
Hayvansal Üretim,Canlý Hayvan Sayýsý,65,Van,1533,Muradiye,yillik,1533,4,58,50,50,50,Van Muradiye
Hayvansal Üretim,Diðer,65,Van,1533,Muradiye,yillik,1533,4,205,206,219,228,Van Muradiye
Hayvansal Üretim,Kýrkýlan Hayvan,65,Van,1533,Muradiye,yillik,1533,4,2,2,2,2,Van Muradiye
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,65,Van,1533,Muradiye,yillik,1533,4,3,3,3,3,Van Muradiye
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,65,Van,1533,Muradiye,yillik,1533,4,1,1,1,1,Van Muradiye
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,65,Van,1533,Muradiye,yillik,1533,4,1,1,1,1,Van Muradiye
Hayvansal Üretim,Canlý Hayvan Sayýsý,65,Van,1565,Özalp,yillik,1565,4,58,50,50,50,Van Özalp
Hayvansal Üretim,Diðer,65,Van,1565,Özalp,yillik,1565,4,113,144,177,179,Van Özalp
Hayvansal Üretim,Kýrkýlan Hayvan,65,Van,1565,Özalp,yillik,1565,4,2,2,2,2,Van Özalp
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,65,Van,1565,Özalp,yillik,1565,4,3,3,3,3,Van Özalp
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,65,Van,1565,Özalp,yillik,1565,4,1,1,1,1,Van Özalp
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,65,Van,1565,Özalp,yillik,1565,4,1,1,1,1,Van Özalp
Hayvansal Üretim,Canlý Hayvan Sayýsý,65,Van,1770,Bahçesaray,yillik,1770,4,58,50,50,50,Van Bahçesaray
Hayvansal Üretim,Diðer,65,Van,1770,Bahçesaray,yillik,1770,4,146,163,169,196,Van Bahçesaray
Hayvansal Üretim,Kýrkýlan Hayvan,65,Van,1770,Bahçesaray,yillik,1770,4,2,2,2,2,Van Bahçesaray
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,65,Van,1770,Bahçesaray,yillik,1770,4,3,3,3,3,Van Bahçesaray
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,65,Van,1770,Bahçesaray,yillik,1770,4,1,1,1,1,Van Bahçesaray
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,65,Van,1770,Bahçesaray,yillik,1770,4,1,1,1,1,Van Bahçesaray
Hayvansal Üretim,Canlý Hayvan Sayýsý,65,Van,1786,Çaldýran,yillik,1786,4,58,50,50,50,Van Çaldýran
Hayvansal Üretim,Diðer,65,Van,1786,Çaldýran,yillik,1786,4,111,118,160,188,Van Çaldýran
Hayvansal Üretim,Kýrkýlan Hayvan,65,Van,1786,Çaldýran,yillik,1786,4,2,2,2,2,Van Çaldýran
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,65,Van,1786,Çaldýran,yillik,1786,4,3,3,3,3,Van Çaldýran
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,65,Van,1786,Çaldýran,yillik,1786,4,1,1,1,1,Van Çaldýran
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,65,Van,1786,Çaldýran,yillik,1786,4,1,1,1,1,Van Çaldýran
Hayvansal Üretim,Canlý Hayvan Sayýsý,65,Van,1918,Edremit,yillik,1918,4,58,50,50,50,Van Edremit
Hayvansal Üretim,Diðer,65,Van,1918,Edremit,yillik,1918,4,304,279,281,302,Van Edremit
Hayvansal Üretim,Kýrkýlan Hayvan,65,Van,1918,Edremit,yillik,1918,4,2,2,2,2,Van Edremit
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,65,Van,1918,Edremit,yillik,1918,4,3,3,3,3,Van Edremit
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,65,Van,1918,Edremit,yillik,1918,4,1,1,1,1,Van Edremit
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,65,Van,1918,Edremit,yillik,1918,4,1,1,1,1,Van Edremit
Hayvansal Üretim,Canlý Hayvan Sayýsý,65,Van,1980,Saray,yillik,1980,4,58,50,50,50,Van Saray
Hayvansal Üretim,Diðer,65,Van,1980,Saray,yillik,1980,4,80,88,115,127,Van Saray
Hayvansal Üretim,Kýrkýlan Hayvan,65,Van,1980,Saray,yillik,1980,4,2,2,2,2,Van Saray
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,65,Van,1980,Saray,yillik,1980,4,3,3,3,3,Van Saray
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,65,Van,1980,Saray,yillik,1980,4,1,1,1,1,Van Saray
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,65,Van,1980,Saray,yillik,1980,4,1,1,1,1,Van Saray
Hayvansal Üretim,Canlý Hayvan Sayýsý,65,Van,2098,Ýpekyolu,yillik,2098,4,58,50,50,50,Van Ýpekyolu
Hayvansal Üretim,Diðer,65,Van,2098,Ýpekyolu,yillik,2098,4,247,247,248,264,Van Ýpekyolu
Hayvansal Üretim,Kýrkýlan Hayvan,65,Van,2098,Ýpekyolu,yillik,2098,4,2,2,2,2,Van Ýpekyolu
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,65,Van,2098,Ýpekyolu,yillik,2098,4,3,3,3,3,Van Ýpekyolu
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,65,Van,2098,Ýpekyolu,yillik,2098,4,1,1,1,1,Van Ýpekyolu
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,65,Van,2098,Ýpekyolu,yillik,2098,4,1,1,1,1,Van Ýpekyolu
Hayvansal Üretim,Canlý Hayvan Sayýsý,65,Van,2099,Tuþba,yillik,2099,4,58,50,50,50,Van Tuþba
Hayvansal Üretim,Diðer,65,Van,2099,Tuþba,yillik,2099,4,275,265,271,295,Van Tuþba
Hayvansal Üretim,Kýrkýlan Hayvan,65,Van,2099,Tuþba,yillik,2099,4,2,2,2,2,Van Tuþba
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,65,Van,2099,Tuþba,yillik,2099,4,3,3,3,3,Van Tuþba
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,65,Van,2099,Tuþba,yillik,2099,4,1,1,1,1,Van Tuþba
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,65,Van,2099,Tuþba,yillik,2099,4,1,1,1,1,Van Tuþba
Hayvansal Üretim,Canlý Hayvan Sayýsý,66,Yozgat,1117,Akdaðmadeni,yillik,1117,4,58,52,52,52,Yozgat Akdaðmadeni
Hayvansal Üretim,Diðer,66,Yozgat,1117,Akdaðmadeni,yillik,1117,4,412,409,411,411,Yozgat Akdaðmadeni
Hayvansal Üretim,Kýrkýlan Hayvan,66,Yozgat,1117,Akdaðmadeni,yillik,1117,4,4,3,4,4,Yozgat Akdaðmadeni
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,66,Yozgat,1117,Akdaðmadeni,yillik,1117,4,3,3,3,3,Yozgat Akdaðmadeni
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,66,Yozgat,1117,Akdaðmadeni,yillik,1117,4,1,1,1,1,Yozgat Akdaðmadeni
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,66,Yozgat,1117,Akdaðmadeni,yillik,1117,4,1,1,1,1,Yozgat Akdaðmadeni
Hayvansal Üretim,Canlý Hayvan Sayýsý,66,Yozgat,1198,Boðazlýyan,yillik,1198,4,58,52,52,52,Yozgat Boðazlýyan
Hayvansal Üretim,Diðer,66,Yozgat,1198,Boðazlýyan,yillik,1198,4,380,360,338,317,Yozgat Boðazlýyan
Hayvansal Üretim,Kýrkýlan Hayvan,66,Yozgat,1198,Boðazlýyan,yillik,1198,4,3,3,3,2,Yozgat Boðazlýyan
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,66,Yozgat,1198,Boðazlýyan,yillik,1198,4,3,3,3,3,Yozgat Boðazlýyan
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,66,Yozgat,1198,Boðazlýyan,yillik,1198,4,1,1,1,1,Yozgat Boðazlýyan
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,66,Yozgat,1198,Boðazlýyan,yillik,1198,4,1,1,1,1,Yozgat Boðazlýyan
Hayvansal Üretim,Canlý Hayvan Sayýsý,66,Yozgat,1242,Çayýralan,yillik,1242,4,58,52,52,52,Yozgat Çayýralan
Hayvansal Üretim,Diðer,66,Yozgat,1242,Çayýralan,yillik,1242,4,345,329,321,329,Yozgat Çayýralan
Hayvansal Üretim,Kýrkýlan Hayvan,66,Yozgat,1242,Çayýralan,yillik,1242,4,3,3,3,3,Yozgat Çayýralan
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,66,Yozgat,1242,Çayýralan,yillik,1242,4,3,3,3,3,Yozgat Çayýralan
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,66,Yozgat,1242,Çayýralan,yillik,1242,4,1,1,1,1,Yozgat Çayýralan
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,66,Yozgat,1242,Çayýralan,yillik,1242,4,1,1,1,1,Yozgat Çayýralan
Hayvansal Üretim,Canlý Hayvan Sayýsý,66,Yozgat,1245,Çekerek,yillik,1245,4,58,52,52,52,Yozgat Çekerek
Hayvansal Üretim,Diðer,66,Yozgat,1245,Çekerek,yillik,1245,4,272,279,285,282,Yozgat Çekerek
Hayvansal Üretim,Kýrkýlan Hayvan,66,Yozgat,1245,Çekerek,yillik,1245,4,3,3,3,3,Yozgat Çekerek
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,66,Yozgat,1245,Çekerek,yillik,1245,4,3,3,3,3,Yozgat Çekerek
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,66,Yozgat,1245,Çekerek,yillik,1245,4,1,1,1,1,Yozgat Çekerek
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,66,Yozgat,1245,Çekerek,yillik,1245,4,1,1,1,1,Yozgat Çekerek
Hayvansal Üretim,Canlý Hayvan Sayýsý,66,Yozgat,1602,Sarýkaya,yillik,1602,4,58,52,52,52,Yozgat Sarýkaya
Hayvansal Üretim,Diðer,66,Yozgat,1602,Sarýkaya,yillik,1602,4,346,351,355,352,Yozgat Sarýkaya
Hayvansal Üretim,Kýrkýlan Hayvan,66,Yozgat,1602,Sarýkaya,yillik,1602,4,2,2,2,2,Yozgat Sarýkaya
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,66,Yozgat,1602,Sarýkaya,yillik,1602,4,3,3,3,3,Yozgat Sarýkaya
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,66,Yozgat,1602,Sarýkaya,yillik,1602,4,1,1,1,1,Yozgat Sarýkaya
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,66,Yozgat,1602,Sarýkaya,yillik,1602,4,1,1,1,1,Yozgat Sarýkaya
Hayvansal Üretim,Canlý Hayvan Sayýsý,66,Yozgat,1635,Sorgun,yillik,1635,4,58,52,52,52,Yozgat Sorgun
Hayvansal Üretim,Diðer,66,Yozgat,1635,Sorgun,yillik,1635,4,362,364,361,363,Yozgat Sorgun
Hayvansal Üretim,Kýrkýlan Hayvan,66,Yozgat,1635,Sorgun,yillik,1635,4,2,2,3,2,Yozgat Sorgun
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,66,Yozgat,1635,Sorgun,yillik,1635,4,3,3,3,3,Yozgat Sorgun
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,66,Yozgat,1635,Sorgun,yillik,1635,4,1,1,1,1,Yozgat Sorgun
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,66,Yozgat,1635,Sorgun,yillik,1635,4,1,1,1,1,Yozgat Sorgun
Hayvansal Üretim,Canlý Hayvan Sayýsý,66,Yozgat,1726,Yerköy,yillik,1726,4,58,52,52,52,Yozgat Yerköy
Hayvansal Üretim,Diðer,66,Yozgat,1726,Yerköy,yillik,1726,4,358,355,357,358,Yozgat Yerköy
Hayvansal Üretim,Kýrkýlan Hayvan,66,Yozgat,1726,Yerköy,yillik,1726,4,2,2,2,3,Yozgat Yerköy
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,66,Yozgat,1726,Yerköy,yillik,1726,4,3,3,3,3,Yozgat Yerköy
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,66,Yozgat,1726,Yerköy,yillik,1726,4,1,1,1,1,Yozgat Yerköy
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,66,Yozgat,1726,Yerköy,yillik,1726,4,1,1,1,1,Yozgat Yerköy
Hayvansal Üretim,Canlý Hayvan Sayýsý,66,Yozgat,1733,Merkez,yillik,1733,4,58,52,52,52,Yozgat Merkez
Hayvansal Üretim,Diðer,66,Yozgat,1733,Merkez,yillik,1733,4,442,444,447,446,Yozgat Merkez
Hayvansal Üretim,Kýrkýlan Hayvan,66,Yozgat,1733,Merkez,yillik,1733,4,3,4,3,3,Yozgat Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,66,Yozgat,1733,Merkez,yillik,1733,4,3,3,3,3,Yozgat Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,66,Yozgat,1733,Merkez,yillik,1733,4,1,1,1,1,Yozgat Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,66,Yozgat,1733,Merkez,yillik,1733,4,1,1,1,1,Yozgat Merkez
Hayvansal Üretim,Canlý Hayvan Sayýsý,66,Yozgat,1877,Aydýncýk,yillik,1877,4,58,52,52,52,Yozgat Aydýncýk
Hayvansal Üretim,Diðer,66,Yozgat,1877,Aydýncýk,yillik,1877,4,257,291,293,285,Yozgat Aydýncýk
Hayvansal Üretim,Kýrkýlan Hayvan,66,Yozgat,1877,Aydýncýk,yillik,1877,4,2,2,2,2,Yozgat Aydýncýk
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,66,Yozgat,1877,Aydýncýk,yillik,1877,4,3,3,3,3,Yozgat Aydýncýk
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,66,Yozgat,1877,Aydýncýk,yillik,1877,4,1,1,1,1,Yozgat Aydýncýk
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,66,Yozgat,1877,Aydýncýk,yillik,1877,4,1,1,1,1,Yozgat Aydýncýk
Hayvansal Üretim,Canlý Hayvan Sayýsý,66,Yozgat,1895,Çandýr,yillik,1895,4,58,52,52,52,Yozgat Çandýr
Hayvansal Üretim,Diðer,66,Yozgat,1895,Çandýr,yillik,1895,4,297,342,331,315,Yozgat Çandýr
Hayvansal Üretim,Kýrkýlan Hayvan,66,Yozgat,1895,Çandýr,yillik,1895,4,3,3,2,2,Yozgat Çandýr
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,66,Yozgat,1895,Çandýr,yillik,1895,4,3,3,3,3,Yozgat Çandýr
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,66,Yozgat,1895,Çandýr,yillik,1895,4,1,1,1,1,Yozgat Çandýr
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,66,Yozgat,1895,Çandýr,yillik,1895,4,1,1,1,1,Yozgat Çandýr
Hayvansal Üretim,Canlý Hayvan Sayýsý,66,Yozgat,1952,Kadýþehri,yillik,1952,4,58,52,52,52,Yozgat Kadýþehri
Hayvansal Üretim,Diðer,66,Yozgat,1952,Kadýþehri,yillik,1952,4,254,254,257,256,Yozgat Kadýþehri
Hayvansal Üretim,Kýrkýlan Hayvan,66,Yozgat,1952,Kadýþehri,yillik,1952,4,2,2,2,2,Yozgat Kadýþehri
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,66,Yozgat,1952,Kadýþehri,yillik,1952,4,3,3,3,3,Yozgat Kadýþehri
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,66,Yozgat,1952,Kadýþehri,yillik,1952,4,1,1,1,1,Yozgat Kadýþehri
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,66,Yozgat,1952,Kadýþehri,yillik,1952,4,1,1,1,1,Yozgat Kadýþehri
Hayvansal Üretim,Canlý Hayvan Sayýsý,66,Yozgat,1982,Saraykent,yillik,1982,4,58,52,52,52,Yozgat Saraykent
Hayvansal Üretim,Diðer,66,Yozgat,1982,Saraykent,yillik,1982,4,275,258,258,267,Yozgat Saraykent
Hayvansal Üretim,Diðer,66,Yozgat,1655,Þefaatli,yillik,1655,4,301,293,293,301,Yozgat Å?efaatli
Hayvansal Üretim,Kýrkýlan Hayvan,66,Yozgat,1982,Saraykent,yillik,1982,4,2,2,2,2,Yozgat Saraykent
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,66,Yozgat,1982,Saraykent,yillik,1982,4,3,3,3,3,Yozgat Saraykent
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,66,Yozgat,1982,Saraykent,yillik,1982,4,1,1,1,1,Yozgat Saraykent
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,66,Yozgat,1982,Saraykent,yillik,1982,4,1,1,1,1,Yozgat Saraykent
Hayvansal Üretim,Canlý Hayvan Sayýsý,66,Yozgat,1998,Yenifakýlý,yillik,1998,4,58,52,52,52,Yozgat Yenifakýlý
Hayvansal Üretim,Diðer,66,Yozgat,1998,Yenifakýlý,yillik,1998,4,224,278,273,273,Yozgat Yenifakýlý
Hayvansal Üretim,Kýrkýlan Hayvan,66,Yozgat,1998,Yenifakýlý,yillik,1998,4,3,2,2,2,Yozgat Yenifakýlý
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,66,Yozgat,1998,Yenifakýlý,yillik,1998,4,3,3,3,3,Yozgat Yenifakýlý
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,66,Yozgat,1998,Yenifakýlý,yillik,1998,4,1,1,1,1,Yozgat Yenifakýlý
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,66,Yozgat,1998,Yenifakýlý,yillik,1998,4,1,1,1,1,Yozgat Yenifakýlý
Hayvansal Üretim,Canlý Hayvan Sayýsý,67,Zonguldak,1240,Çaycuma,yillik,1240,4,58,53,53,53,Zonguldak Çaycuma
Hayvansal Üretim,Diðer,67,Zonguldak,1240,Çaycuma,yillik,1240,4,371,369,378,378,Zonguldak Çaycuma
Hayvansal Üretim,Kýrkýlan Hayvan,67,Zonguldak,1240,Çaycuma,yillik,1240,4,2,3,3,3,Zonguldak Çaycuma
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,67,Zonguldak,1240,Çaycuma,yillik,1240,4,3,3,3,3,Zonguldak Çaycuma
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,67,Zonguldak,1240,Çaycuma,yillik,1240,4,1,1,1,1,Zonguldak Çaycuma
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,67,Zonguldak,1240,Çaycuma,yillik,1240,4,1,1,1,1,Zonguldak Çaycuma
Hayvansal Üretim,Canlý Hayvan Sayýsý,67,Zonguldak,1276,Devrek,yillik,1276,4,58,53,53,53,Zonguldak Devrek
Hayvansal Üretim,Diðer,67,Zonguldak,1276,Devrek,yillik,1276,4,247,248,261,262,Zonguldak Devrek
Hayvansal Üretim,Kýrkýlan Hayvan,67,Zonguldak,1276,Devrek,yillik,1276,4,3,3,3,3,Zonguldak Devrek
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,67,Zonguldak,1276,Devrek,yillik,1276,4,3,3,3,3,Zonguldak Devrek
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,67,Zonguldak,1276,Devrek,yillik,1276,4,1,1,1,1,Zonguldak Devrek
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,67,Zonguldak,1276,Devrek,yillik,1276,4,1,1,1,1,Zonguldak Devrek
Hayvansal Üretim,Canlý Hayvan Sayýsý,67,Zonguldak,1313,Ereðli,yillik,1313,4,58,53,53,53,Zonguldak Ereðli
Hayvansal Üretim,Diðer,67,Zonguldak,1313,Ereðli,yillik,1313,4,163,172,178,174,Zonguldak Ereðli
Hayvansal Üretim,Kýrkýlan Hayvan,67,Zonguldak,1313,Ereðli,yillik,1313,4,2,2,2,2,Zonguldak Ereðli
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,67,Zonguldak,1313,Ereðli,yillik,1313,4,3,3,3,3,Zonguldak Ereðli
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,67,Zonguldak,1313,Ereðli,yillik,1313,4,1,1,1,1,Zonguldak Ereðli
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,67,Zonguldak,1313,Ereðli,yillik,1313,4,1,1,1,1,Zonguldak Ereðli
Hayvansal Üretim,Canlý Hayvan Sayýsý,67,Zonguldak,1741,Merkez,yillik,1741,4,58,53,54,54,Zonguldak Merkez
Hayvansal Üretim,Diðer,67,Zonguldak,1741,Merkez,yillik,1741,4,228,236,249,245,Zonguldak Merkez
Hayvansal Üretim,Kýrkýlan Hayvan,67,Zonguldak,1741,Merkez,yillik,1741,4,4,3,4,3,Zonguldak Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,67,Zonguldak,1741,Merkez,yillik,1741,4,3,3,3,3,Zonguldak Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,67,Zonguldak,1741,Merkez,yillik,1741,4,1,1,1,1,Zonguldak Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,67,Zonguldak,1741,Merkez,yillik,1741,4,1,1,1,1,Zonguldak Merkez
Hayvansal Üretim,Canlý Hayvan Sayýsý,67,Zonguldak,1758,Alaplý,yillik,1758,4,58,53,53,53,Zonguldak Alaplý
Hayvansal Üretim,Diðer,67,Zonguldak,1758,Alaplý,yillik,1758,4,167,182,183,183,Zonguldak Alaplý
Hayvansal Üretim,Kýrkýlan Hayvan,67,Zonguldak,1758,Alaplý,yillik,1758,4,3,3,2,3,Zonguldak Alaplý
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,67,Zonguldak,1758,Alaplý,yillik,1758,4,3,3,3,3,Zonguldak Alaplý
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,67,Zonguldak,1758,Alaplý,yillik,1758,4,1,1,1,1,Zonguldak Alaplý
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,67,Zonguldak,1758,Alaplý,yillik,1758,4,1,1,1,1,Zonguldak Alaplý
Hayvansal Üretim,Canlý Hayvan Sayýsý,67,Zonguldak,1926,Gökçebey,yillik,1926,4,58,53,53,53,Zonguldak Gökçebey
Hayvansal Üretim,Diðer,67,Zonguldak,1926,Gökçebey,yillik,1926,4,271,266,271,272,Zonguldak Gökçebey
Hayvansal Üretim,Kýrkýlan Hayvan,67,Zonguldak,1926,Gökçebey,yillik,1926,4,3,3,3,3,Zonguldak Gökçebey
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,67,Zonguldak,1926,Gökçebey,yillik,1926,4,3,3,3,3,Zonguldak Gökçebey
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,67,Zonguldak,1926,Gökçebey,yillik,1926,4,1,1,1,1,Zonguldak Gökçebey
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,67,Zonguldak,1926,Gökçebey,yillik,1926,4,1,1,1,1,Zonguldak Gökçebey
Hayvansal Üretim,Canlý Hayvan Sayýsý,67,Zonguldak,2100,Kilimli,yillik,2100,4,58,53,53,53,Zonguldak Kilimli
Hayvansal Üretim,Diðer,67,Zonguldak,2100,Kilimli,yillik,2100,4,180,167,171,170,Zonguldak Kilimli
Hayvansal Üretim,Kýrkýlan Hayvan,67,Zonguldak,2100,Kilimli,yillik,2100,4,3,3,3,3,Zonguldak Kilimli
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,67,Zonguldak,2100,Kilimli,yillik,2100,4,3,3,3,3,Zonguldak Kilimli
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,67,Zonguldak,2100,Kilimli,yillik,2100,4,1,1,1,1,Zonguldak Kilimli
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,67,Zonguldak,2100,Kilimli,yillik,2100,4,1,1,1,1,Zonguldak Kilimli
Hayvansal Üretim,Canlý Hayvan Sayýsý,67,Zonguldak,2101,Kozlu,yillik,2101,4,58,53,53,53,Zonguldak Kozlu
Hayvansal Üretim,Diðer,67,Zonguldak,2101,Kozlu,yillik,2101,4,230,231,236,237,Zonguldak Kozlu
Hayvansal Üretim,Kýrkýlan Hayvan,67,Zonguldak,2101,Kozlu,yillik,2101,4,3,3,3,3,Zonguldak Kozlu
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,67,Zonguldak,2101,Kozlu,yillik,2101,4,3,3,3,3,Zonguldak Kozlu
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,67,Zonguldak,2101,Kozlu,yillik,2101,4,1,1,1,1,Zonguldak Kozlu
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,67,Zonguldak,2101,Kozlu,yillik,2101,4,1,1,1,1,Zonguldak Kozlu
Hayvansal Üretim,Canlý Hayvan Sayýsý,68,Aksaray,1120,Merkez,yillik,1120,4,58,53,53,53,Aksaray Merkez
Hayvansal Üretim,Diðer,68,Aksaray,1120,Merkez,yillik,1120,4,500,505,514,554,Aksaray Merkez
Hayvansal Üretim,Kýrkýlan Hayvan,68,Aksaray,1120,Merkez,yillik,1120,4,4,4,4,4,Aksaray Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,68,Aksaray,1120,Merkez,yillik,1120,4,3,3,3,3,Aksaray Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,68,Aksaray,1120,Merkez,yillik,1120,4,1,1,1,1,Aksaray Merkez
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,68,Aksaray,1120,Merkez,yillik,1120,4,1,1,1,1,Aksaray Merkez
Hayvansal Üretim,Canlý Hayvan Sayýsý,68,Aksaray,1557,Ortaköy,yillik,1557,4,58,53,53,53,Aksaray Ortaköy
Hayvansal Üretim,Diðer,68,Aksaray,1557,Ortaköy,yillik,1557,4,372,370,372,372,Aksaray Ortaköy
Hayvansal Üretim,Kýrkýlan Hayvan,68,Aksaray,1557,Ortaköy,yillik,1557,4,3,3,3,2,Aksaray Ortaköy
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,68,Aksaray,1557,Ortaköy,yillik,1557,4,3,3,3,3,Aksaray Ortaköy
Hayvansal Üretim,Kümes Hayvanlarý - Et Tavuðu,68,Aksaray,1557,Ortaköy,yillik,1557,4,1,1,1,1,Aksaray Ortaköy
Hayvansal Üretim,Kümes Hayvanlarý - Yumurta Tavuðu,68,Aksaray,1557,Ortaköy,yillik,1557,4,1,1,1,1,Aksaray Ortaköy
Hayvansal Üretim,Canlý Hayvan Sayýsý,68,Aksaray,1860,Aðaçören,yillik,1860,4,58,53,53,53,Aksaray Aðaçören
Hayvansal Üretim,Diðer,68,Aksaray,1860,Aðaçören,yillik,1860,4,302,300,257,245,Aksaray Aðaçören
Hayvansal Üretim,Kýrkýlan Hayvan,68,Aksaray,1860,Aðaçören,yillik,1860,4,3,3,3,3,Aksaray Aðaçören
Hayvansal Üretim,Kümes Hayvanlarý - Diðer,68,Aksaray,1860,Aðaçören,yillik,1860,4,3,3,3,3,Aksaray Aðaçören
